tick_n,phase,status,raw_eda,raw_hr,raw_hrv,smooth_eda,smooth_hr,smooth_hrv
1,BASELINE,NEW_DATA,2.8465,nan,nan,2.8465,nan,nan
2,BASELINE,NEW_DATA,2.8555,nan,nan,2.8555,nan,nan
3,BASELINE,NEW_DATA,2.8718,nan,nan,2.8718,nan,nan
4,BASELINE,NEW_DATA,2.9134,nan,nan,2.9134,nan,nan
5,BASELINE,NEW_DATA,2.9137,nan,nan,2.9137,nan,nan
6,BASELINE,NEW_DATA,2.8936,nan,nan,2.8936,nan,nan
7,BASELINE,NEW_DATA,2.8801,nan,nan,2.8801,nan,nan
8,BASELINE,NEW_DATA,3.0032,nan,nan,3.0032,nan,nan
9,BASELINE,NEW_DATA,2.9221,nan,nan,2.9221,nan,nan
10,BASELINE,NEW_DATA,2.9841,nan,nan,2.9841,nan,nan
11,BASELINE,NEW_DATA,2.9935,nan,nan,2.9935,nan,nan
12,BASELINE,NEW_DATA,3.0545,nan,nan,3.0545,nan,nan
13,BASELINE,NEW_DATA,3.0864,nan,nan,3.0864,nan,nan
14,BASELINE,NEW_DATA,3.5168,nan,nan,3.5168,nan,nan
15,BASELINE,NEW_DATA,3.8511,nan,nan,3.8511,nan,nan
16,BASELINE,NEW_DATA,3.8313,nan,nan,3.8313,nan,nan
17,BASELINE,NEW_DATA,3.8168,nan,nan,3.8168,nan,nan
18,BASELINE,NEW_DATA,3.8050,nan,nan,3.8050,nan,nan
19,BASELINE,NEW_DATA,3.9562,nan,nan,3.9562,nan,nan
20,BASELINE,NEW_DATA,3.9000,nan,nan,3.9000,nan,nan
21,BASELINE,NEW_DATA,3.8889,nan,nan,3.8889,nan,nan
22,BASELINE,NEW_DATA,3.8691,nan,nan,3.8691,nan,nan
23,BASELINE,NEW_DATA,3.7994,nan,nan,3.7994,nan,nan
24,BASELINE,NEW_DATA,3.8112,nan,nan,3.8112,nan,nan
25,BASELINE,NEW_DATA,3.7596,nan,nan,3.7596,nan,nan
26,BASELINE,NEW_DATA,3.7675,nan,nan,3.7675,nan,nan
27,BASELINE,NEW_DATA,3.7301,nan,nan,3.7301,nan,nan
28,BASELINE,NEW_DATA,3.7037,nan,nan,3.7037,nan,nan
29,BASELINE,NEW_DATA,3.7335,nan,nan,3.7335,nan,nan
30,BASELINE,NEW_DATA,3.7377,nan,nan,3.7377,nan,nan
31,BASELINE,NEW_DATA,3.6996,nan,nan,3.6996,nan,nan
32,BASELINE,NEW_DATA,3.6999,nan,nan,3.6999,nan,nan
33,BASELINE,NEW_DATA,3.7335,nan,nan,3.7335,nan,nan
34,BASELINE,NEW_DATA,3.7062,nan,nan,3.7062,nan,nan
35,BASELINE,NEW_DATA,2.8371,nan,nan,2.8371,nan,nan
36,BASELINE,NEW_DATA,2.8239,nan,nan,2.8239,nan,nan
37,BASELINE,NEW_DATA,2.7951,nan,nan,2.7951,nan,nan
38,BASELINE,NEW_DATA,2.8239,nan,nan,2.8239,nan,nan
39,BASELINE,NEW_DATA,2.8378,nan,nan,2.8378,nan,nan
40,BASELINE,NEW_DATA,2.8936,nan,nan,2.8936,nan,nan
41,BASELINE,NEW_DATA,2.9425,nan,nan,2.9425,nan,nan
42,BASELINE,NEW_DATA,2.9300,nan,nan,2.9300,nan,nan
43,BASELINE,NEW_DATA,2.9942,nan,nan,2.9942,nan,nan
44,BASELINE,NEW_DATA,2.9952,nan,nan,2.9952,nan,nan
45,BASELINE,NEW_DATA,3.0330,nan,nan,3.0330,nan,nan
46,BASELINE,NEW_DATA,3.0518,nan,nan,3.0518,nan,nan
47,BASELINE,NEW_DATA,3.0171,nan,nan,3.0171,nan,nan
48,BASELINE,NEW_DATA,3.0365,nan,nan,3.0365,nan,nan
49,BASELINE,NEW_DATA,3.1371,nan,nan,3.1371,nan,nan
50,BASELINE,NEW_DATA,3.0653,nan,nan,3.0653,nan,nan
51,BASELINE,NEW_DATA,3.1000,nan,nan,3.1000,nan,nan
52,BASELINE,NEW_DATA,3.2231,nan,nan,3.2231,nan,nan
53,BASELINE,NEW_DATA,3.2095,nan,nan,3.2095,nan,nan
54,BASELINE,NEW_DATA,3.6247,nan,nan,3.6247,nan,nan
55,BASELINE,NEW_DATA,3.2432,nan,nan,3.2432,nan,nan
56,BASELINE,NEW_DATA,3.8584,nan,nan,3.8584,nan,nan
57,BASELINE,NEW_DATA,3.8445,nan,nan,3.8445,nan,nan
58,BASELINE,NEW_DATA,3.9780,nan,nan,3.9780,nan,nan
59,BASELINE,NEW_DATA,3.8438,nan,nan,3.8438,nan,nan
60,BASELINE,NEW_DATA,3.9382,nan,nan,3.9382,nan,nan
61,BASELINE,NEW_DATA,3.9135,nan,nan,3.9135,nan,nan
62,BASELINE,NEW_DATA,3.9347,nan,nan,3.9347,nan,nan
63,BASELINE,NEW_DATA,3.9475,nan,nan,3.9475,nan,nan
64,BASELINE,NEW_DATA,3.9489,nan,nan,3.9489,nan,nan
65,BASELINE,NEW_DATA,3.8660,nan,nan,3.8660,nan,nan
66,BASELINE,NEW_DATA,3.8594,nan,nan,3.8594,nan,nan
67,BASELINE,NEW_DATA,3.8667,nan,nan,3.8667,nan,nan
68,BASELINE,NEW_DATA,3.7471,nan,nan,3.7471,nan,nan
69,BASELINE,NEW_DATA,3.7329,nan,nan,3.7329,nan,nan
70,BASELINE,NEW_DATA,3.9101,nan,nan,3.9101,nan,nan
71,BASELINE,NEW_DATA,3.7557,nan,nan,3.7557,nan,nan
72,BASELINE,NEW_DATA,3.7509,nan,nan,3.7509,nan,nan
73,BASELINE,NEW_DATA,3.6968,nan,nan,3.6968,nan,nan
74,BASELINE,NEW_DATA,3.6881,nan,nan,3.6881,nan,nan
75,BASELINE,NEW_DATA,3.3760,nan,nan,3.3760,nan,nan
76,BASELINE,NEW_DATA,3.3868,nan,nan,3.3868,nan,nan
77,BASELINE,NEW_DATA,3.6885,nan,nan,3.6885,nan,nan
78,BASELINE,NEW_DATA,3.3954,nan,nan,3.3954,nan,nan
79,BASELINE,NEW_DATA,3.3625,nan,nan,3.3625,nan,nan
80,BASELINE,NEW_DATA,3.3708,nan,nan,3.3708,nan,nan
81,BASELINE,NEW_DATA,3.0185,nan,nan,3.0185,nan,nan
82,BASELINE,NEW_DATA,2.8482,nan,nan,2.8482,nan,nan
83,BASELINE,NEW_DATA,2.8624,nan,nan,2.8624,nan,nan
84,BASELINE,NEW_DATA,2.8149,nan,nan,2.8149,nan,nan
85,BASELINE,NEW_DATA,2.8933,nan,nan,2.8933,nan,nan
86,BASELINE,NEW_DATA,2.8728,nan,nan,2.8728,nan,nan
87,BASELINE,NEW_DATA,2.8673,nan,nan,2.8673,nan,nan
88,BASELINE,NEW_DATA,2.8243,nan,nan,2.8243,nan,nan
89,BASELINE,NEW_DATA,2.8444,nan,nan,2.8444,nan,nan
90,BASELINE,NEW_DATA,2.8978,nan,nan,2.8978,nan,nan
91,BASELINE,NEW_DATA,3.0157,nan,nan,3.0157,nan,nan
92,BASELINE,NEW_DATA,3.0143,nan,nan,3.0143,nan,nan
93,BASELINE,NEW_DATA,3.0115,nan,nan,3.0115,nan,nan
94,BASELINE,NEW_DATA,3.0604,nan,nan,3.0604,nan,nan
95,BASELINE,NEW_DATA,3.0247,nan,nan,3.0247,nan,nan
96,BASELINE,NEW_DATA,3.0511,nan,nan,3.0511,nan,nan
97,BASELINE,NEW_DATA,3.0885,nan,nan,3.0885,nan,nan
98,BASELINE,NEW_DATA,3.7270,nan,nan,3.7270,nan,nan
99,BASELINE,NEW_DATA,3.8157,90.3801,nan,3.8157,90.3801,nan
100,BASELINE,NEW_DATA,3.7093,90.3801,nan,3.7093,90.3801,nan
101,BASELINE,NEW_DATA,3.6857,90.3801,nan,3.6857,90.3801,nan
102,BASELINE,NEW_DATA,3.8931,90.3801,nan,3.8931,90.3801,nan
103,BASELINE,NEW_DATA,3.8924,90.3801,nan,3.8924,90.3801,nan
104,BASELINE,NEW_DATA,3.8834,90.3801,nan,3.8834,90.3801,nan
105,BASELINE,NEW_DATA,3.6736,90.3801,nan,3.6736,90.3801,nan
106,BASELINE,NEW_DATA,3.8948,90.3801,nan,3.8948,90.3801,nan
107,BASELINE,NEW_DATA,3.9583,90.3801,nan,3.9583,90.3801,nan
108,BASELINE,NEW_DATA,3.8705,90.3801,nan,3.8705,90.3801,nan
109,BASELINE,NEW_DATA,3.9059,90.3801,nan,3.9059,90.3801,nan
110,BASELINE,NEW_DATA,3.8945,90.3801,nan,3.8945,90.3801,nan
111,BASELINE,NEW_DATA,3.8660,90.3801,nan,3.8660,90.3801,nan
112,BASELINE,NEW_DATA,3.8622,90.3801,nan,3.8622,90.3801,nan
113,BASELINE,NEW_DATA,3.7866,90.3801,nan,3.7866,90.3801,nan
114,BASELINE,NEW_DATA,3.8345,90.3801,nan,3.8345,90.3801,nan
115,BASELINE,NEW_DATA,3.8320,90.3801,nan,3.8320,90.3801,nan
116,BASELINE,NEW_DATA,3.7731,90.3801,nan,3.7731,90.3801,nan
117,BASELINE,NEW_DATA,3.7776,90.3801,nan,3.7776,90.3801,nan
118,BASELINE,NEW_DATA,3.6982,90.3801,nan,3.6982,90.3801,nan
119,BASELINE,NEW_DATA,3.7138,90.3801,nan,3.7138,90.3801,nan
120,BASELINE,NEW_DATA,3.7259,90.3801,nan,3.7259,90.3801,nan
121,BASELINE,NEW_DATA,3.6593,90.3801,nan,3.6593,90.3801,nan
122,BASELINE,NEW_DATA,3.6503,90.3801,nan,3.6503,90.3801,nan
123,BASELINE,NEW_DATA,3.6684,90.3801,nan,3.6684,90.3801,nan
124,BASELINE,NEW_DATA,3.6999,90.3801,nan,3.6999,90.3801,nan
125,BASELINE,NEW_DATA,3.5879,90.3801,nan,3.5879,90.3801,nan
126,BASELINE,NEW_DATA,3.2546,90.3801,nan,3.2546,90.3801,nan
127,BASELINE,NEW_DATA,3.2716,90.3801,nan,3.2716,90.3801,nan
128,BASELINE,NEW_DATA,3.6163,90.3801,nan,3.6163,90.3801,nan
129,BASELINE,NEW_DATA,3.6118,90.3801,nan,3.6118,90.3801,nan
130,BASELINE,NEW_DATA,3.2581,90.3801,nan,3.2581,90.3801,nan
131,BASELINE,NEW_DATA,3.2959,90.3801,nan,3.2959,90.3801,nan
132,BASELINE,NEW_DATA,3.0615,90.3801,nan,3.0615,90.3801,nan
133,BASELINE,NEW_DATA,3.0427,90.3801,nan,3.0427,90.3801,nan
134,BASELINE,NEW_DATA,2.9411,90.3801,nan,2.9411,90.3801,nan
135,BASELINE,NEW_DATA,2.9234,90.3801,nan,2.9234,90.3801,nan
136,BASELINE,NEW_DATA,2.9443,90.3801,nan,2.9443,90.3801,nan
137,BASELINE,NEW_DATA,2.9196,90.3801,nan,2.9196,90.3801,nan
138,BASELINE,NEW_DATA,2.9214,90.3801,nan,2.9214,90.3801,nan
139,BASELINE,NEW_DATA,2.9307,90.3801,nan,2.9307,90.3801,nan
140,BASELINE,NEW_DATA,2.9841,90.3801,nan,2.9841,90.3801,nan
141,BASELINE,NEW_DATA,2.9678,90.3801,nan,2.9678,90.3801,nan
142,BASELINE,NEW_DATA,3.0036,90.3801,nan,3.0036,90.3801,nan
143,BASELINE,NEW_DATA,3.0160,90.3801,nan,3.0160,90.3801,nan
144,BASELINE,NEW_DATA,2.9893,90.3801,nan,2.9893,90.3801,nan
145,BASELINE,NEW_DATA,2.9838,90.3801,nan,2.9838,90.3801,nan
146,BASELINE,NEW_DATA,2.9893,87.9073,nan,2.9893,87.9073,nan
147,BASELINE,NEW_DATA,3.0580,87.9073,nan,3.0580,87.9073,nan
148,BASELINE,NEW_DATA,2.9935,87.9073,nan,2.9935,87.9073,nan
149,BASELINE,NEW_DATA,2.9942,87.9073,nan,2.9942,87.9073,nan
150,BASELINE,NEW_DATA,2.9980,87.9073,nan,2.9980,87.9073,nan
151,BASELINE,NEW_DATA,3.0445,87.9073,nan,3.0445,87.9073,nan
152,BASELINE,NEW_DATA,3.3212,87.9073,nan,3.3212,87.9073,nan
153,BASELINE,NEW_DATA,3.0899,87.9073,nan,3.0899,87.9073,nan
154,BASELINE,NEW_DATA,3.3049,87.9073,nan,3.3049,87.9073,nan
155,BASELINE,NEW_DATA,3.6496,87.9073,nan,3.6496,87.9073,nan
156,BASELINE,NEW_DATA,3.3958,87.9073,nan,3.3958,87.9073,nan
157,BASELINE,NEW_DATA,3.5470,87.9073,nan,3.5470,87.9073,nan
158,BASELINE,NEW_DATA,3.8643,87.9073,nan,3.8643,87.9073,nan
159,BASELINE,NEW_DATA,3.8938,87.9073,nan,3.8938,87.9073,nan
160,BASELINE,NEW_DATA,3.7821,87.9073,nan,3.7821,87.9073,nan
161,BASELINE,NEW_DATA,3.8861,87.9073,nan,3.8861,87.9073,nan
162,BASELINE,NEW_DATA,3.8244,87.9073,nan,3.8244,87.9073,nan
163,BASELINE,NEW_DATA,3.7828,87.9073,nan,3.7828,87.9073,nan
164,BASELINE,NEW_DATA,3.8289,87.9073,nan,3.8289,87.9073,nan
165,BASELINE,NEW_DATA,3.7554,87.9073,nan,3.7554,87.9073,nan
166,BASELINE,NEW_DATA,3.7384,87.9073,nan,3.7384,87.9073,nan
167,BASELINE,NEW_DATA,3.7960,87.9073,nan,3.7960,87.9073,nan
168,BASELINE,NEW_DATA,3.7166,87.9073,nan,3.7166,87.9073,nan
169,BASELINE,NEW_DATA,3.7509,87.9073,nan,3.7509,87.9073,nan
170,BASELINE,NEW_DATA,3.7859,87.9073,nan,3.7859,87.9073,nan
171,BASELINE,NEW_DATA,3.7422,88.2692,nan,3.7422,88.2692,nan
172,BASELINE,NEW_DATA,3.7589,88.2692,nan,3.7589,88.2692,nan
173,BASELINE,NEW_DATA,3.7027,88.2692,nan,3.7027,88.2692,nan
174,BASELINE,NEW_DATA,3.7280,88.2692,nan,3.7280,88.2692,nan
175,BASELINE,NEW_DATA,3.7117,88.2692,nan,3.7117,88.2692,nan
176,BASELINE,NEW_DATA,3.8858,88.2692,nan,3.8858,88.2692,nan
177,BASELINE,NEW_DATA,3.6704,88.2692,nan,3.6704,88.2692,nan
178,BASELINE,NEW_DATA,3.6829,88.2692,nan,3.6829,88.2692,nan
179,BASELINE,NEW_DATA,3.6288,88.2692,nan,3.6288,88.2692,nan
180,BASELINE,NEW_DATA,3.6455,88.2692,nan,3.6455,88.2692,nan
181,BASELINE,NEW_DATA,3.2709,88.2692,nan,3.2709,88.2692,nan
182,BASELINE,NEW_DATA,3.3042,88.2692,nan,3.3042,88.2692,nan
183,BASELINE,NEW_DATA,3.3292,88.2692,nan,3.3292,88.2692,nan
184,BASELINE,NEW_DATA,2.8960,88.2692,nan,2.8960,88.2692,nan
185,BASELINE,NEW_DATA,2.9106,88.2692,nan,2.9106,88.2692,nan
186,BASELINE,NEW_DATA,2.8957,88.2692,nan,2.8957,88.2692,nan
187,BASELINE,NEW_DATA,2.8832,88.2692,nan,2.8832,88.2692,nan
188,BASELINE,NEW_DATA,2.9401,88.2692,nan,2.9401,88.2692,nan
189,BASELINE,NEW_DATA,2.9581,88.2692,nan,2.9581,88.2692,nan
190,BASELINE,NEW_DATA,2.8236,88.2692,nan,2.8236,88.2692,nan
191,BASELINE,NEW_DATA,2.8520,88.2692,nan,2.8520,88.2692,nan
192,BASELINE,NEW_DATA,2.8801,88.2692,nan,2.8801,88.2692,nan
193,BASELINE,NEW_DATA,2.8756,88.2692,nan,2.8756,88.2692,nan
194,BASELINE,NEW_DATA,2.9637,88.2692,nan,2.9637,88.2692,nan
195,BASELINE,NEW_DATA,2.9893,88.2692,nan,2.9893,88.2692,nan
196,BASELINE,NEW_DATA,3.0209,88.2692,nan,3.0209,88.2692,nan
197,BASELINE,NEW_DATA,3.0393,88.2692,nan,3.0393,88.2692,nan
198,BASELINE,NEW_DATA,3.6864,88.2692,nan,3.6864,88.2692,nan
199,BASELINE,NEW_DATA,3.3503,88.2692,nan,3.3503,88.2692,nan
200,BASELINE,NEW_DATA,3.3861,88.2692,nan,3.3861,88.2692,nan
201,BASELINE,NEW_DATA,3.1128,88.2692,nan,3.1128,88.2692,nan
202,BASELINE,NEW_DATA,3.6521,88.2692,nan,3.6521,88.2692,nan
203,BASELINE,NEW_DATA,3.8515,88.2692,nan,3.8515,88.2692,nan
204,BASELINE,NEW_DATA,3.8508,88.2692,nan,3.8508,88.2692,nan
205,BASELINE,NEW_DATA,3.6514,88.2692,nan,3.6514,88.2692,nan
206,BASELINE,NEW_DATA,3.8782,88.2692,nan,3.8782,88.2692,nan
207,BASELINE,NEW_DATA,3.8861,88.2692,nan,3.8861,88.2692,nan
208,BASELINE,NEW_DATA,3.8577,88.2692,nan,3.8577,88.2692,nan
209,BASELINE,NEW_DATA,3.8039,88.2692,nan,3.8039,88.2692,nan
210,BASELINE,NEW_DATA,3.8757,88.2692,nan,3.8757,88.2692,nan
211,BASELINE,NEW_DATA,3.7932,88.2692,nan,3.7932,88.2692,nan
212,BASELINE,NEW_DATA,3.7734,88.2692,nan,3.7734,88.2692,nan
213,BASELINE,NEW_DATA,3.7568,88.2692,nan,3.7568,88.2692,nan
214,BASELINE,NEW_DATA,3.7460,88.2692,nan,3.7460,88.2692,nan
215,BASELINE,NEW_DATA,3.7471,88.2692,nan,3.7471,88.2692,nan
216,BASELINE,NEW_DATA,3.7249,88.2692,nan,3.7249,88.2692,nan
217,BASELINE,NEW_DATA,3.7426,88.2692,nan,3.7426,88.2692,nan
218,BASELINE,NEW_DATA,3.6975,88.2692,nan,3.6975,88.2692,nan
219,BASELINE,NEW_DATA,3.7051,88.9899,nan,3.7051,88.9899,nan
220,BASELINE,NEW_DATA,3.6469,88.9899,nan,3.6469,88.9899,nan
221,BASELINE,NEW_DATA,3.6815,88.9899,nan,3.6815,88.9899,nan
222,BASELINE,NEW_DATA,3.2328,88.9899,nan,3.2328,88.9899,nan
223,BASELINE,NEW_DATA,3.5428,88.9899,nan,3.5428,88.9899,nan
224,BASELINE,NEW_DATA,2.9997,88.9899,nan,2.9997,88.9899,nan
225,BASELINE,NEW_DATA,2.9803,88.9899,nan,2.9803,88.9899,nan
226,BASELINE,NEW_DATA,3.2397,88.9899,nan,3.2397,88.9899,nan
227,BASELINE,NEW_DATA,2.8926,88.9899,nan,2.8926,88.9899,nan
228,BASELINE,NEW_DATA,2.9280,88.9899,nan,2.9280,88.9899,nan
229,BASELINE,NEW_DATA,2.8974,88.9899,nan,2.8974,88.9899,nan
230,BASELINE,NEW_DATA,2.9318,88.9899,nan,2.9318,88.9899,nan
231,BASELINE,NEW_DATA,2.9058,88.9899,nan,2.9058,88.9899,nan
232,BASELINE,NEW_DATA,2.9581,88.9899,nan,2.9581,88.9899,nan
233,BASELINE,NEW_DATA,2.9019,88.9899,nan,2.9019,88.9899,nan
234,BASELINE,NEW_DATA,2.9151,88.9899,nan,2.9151,88.9899,nan
235,BASELINE,NEW_DATA,2.9984,88.9899,nan,2.9984,88.9899,nan
236,BASELINE,NEW_DATA,2.9619,88.9899,nan,2.9619,88.9899,nan
237,BASELINE,NEW_DATA,3.0039,88.9899,nan,3.0039,88.9899,nan
238,BASELINE,NEW_DATA,2.9886,88.9899,nan,2.9886,88.9899,nan
239,BASELINE,NEW_DATA,2.9935,88.9899,nan,2.9935,88.9899,nan
240,BASELINE,NEW_DATA,3.0233,88.9899,nan,3.0233,88.9899,nan
241,BASELINE,NEW_DATA,3.0094,88.9899,nan,3.0094,88.9899,nan
242,BASELINE,NEW_DATA,3.0847,88.9899,nan,3.0847,88.9899,nan
243,BASELINE,NEW_DATA,3.1905,88.9899,nan,3.1905,88.9899,nan
244,BASELINE,NEW_DATA,3.0424,88.8484,nan,3.0424,88.8484,nan
245,BASELINE,NEW_DATA,3.0857,88.8484,nan,3.0857,88.8484,nan
246,BASELINE,NEW_DATA,3.0594,88.8484,nan,3.0594,88.8484,nan
247,BASELINE,NEW_DATA,3.1256,88.8484,nan,3.1256,88.8484,nan
248,BASELINE,NEW_DATA,3.0046,88.8484,nan,3.0046,88.8484,nan
249,BASELINE,NEW_DATA,3.0975,88.8484,nan,3.0975,88.8484,nan
250,BASELINE,NEW_DATA,3.4090,88.8484,nan,3.4090,88.8484,nan
251,BASELINE,NEW_DATA,3.1471,88.8484,nan,3.1471,88.8484,nan
252,BASELINE,NEW_DATA,3.1360,88.8484,nan,3.1360,88.8484,nan
253,BASELINE,NEW_DATA,3.4204,88.8484,nan,3.4204,88.8484,nan
254,BASELINE,NEW_DATA,3.4242,88.8484,nan,3.4242,88.8484,nan
255,BASELINE,NEW_DATA,3.6548,88.8484,nan,3.6548,88.8484,nan
256,BASELINE,NEW_DATA,3.6985,88.8484,nan,3.6985,88.8484,nan
257,BASELINE,NEW_DATA,3.8917,88.8484,nan,3.8917,88.8484,nan
258,BASELINE,NEW_DATA,3.8653,88.8484,nan,3.8653,88.8484,nan
259,BASELINE,NEW_DATA,3.8847,88.8484,nan,3.8847,88.8484,nan
260,BASELINE,NEW_DATA,3.8733,88.8484,nan,3.8733,88.8484,nan
261,BASELINE,NEW_DATA,3.8407,88.8484,nan,3.8407,88.8484,nan
262,BASELINE,NEW_DATA,3.8320,88.8484,nan,3.8320,88.8484,nan
263,BASELINE,NEW_DATA,3.7849,88.8484,nan,3.7849,88.8484,nan
264,BASELINE,NEW_DATA,3.8189,88.8484,nan,3.8189,88.8484,nan
265,BASELINE,NEW_DATA,3.7592,88.8484,nan,3.7592,88.8484,nan
266,BASELINE,NEW_DATA,3.8293,88.8484,nan,3.8293,88.8484,nan
267,BASELINE,NEW_DATA,3.7883,88.8484,nan,3.7883,88.8484,nan
268,BASELINE,NEW_DATA,3.7502,88.7903,nan,3.7502,88.7903,nan
269,BASELINE,NEW_DATA,3.7398,88.7903,nan,3.7398,88.7903,nan
270,BASELINE,NEW_DATA,3.6919,88.7903,nan,3.6919,88.7903,nan
271,BASELINE,NEW_DATA,3.6878,88.7903,nan,3.6878,88.7903,nan
272,BASELINE,NEW_DATA,3.6968,88.7903,nan,3.6968,88.7903,nan
273,BASELINE,NEW_DATA,3.7044,88.7903,nan,3.7044,88.7903,nan
274,BASELINE,NEW_DATA,3.6323,88.7903,nan,3.6323,88.7903,nan
275,BASELINE,NEW_DATA,3.6833,88.7903,nan,3.6833,88.7903,nan
276,BASELINE,NEW_DATA,3.1978,88.7903,nan,3.1978,88.7903,nan
277,BASELINE,NEW_DATA,3.1572,88.7903,nan,3.1572,88.7903,nan
278,BASELINE,NEW_DATA,3.5033,88.7903,nan,3.5033,88.7903,nan
279,BASELINE,NEW_DATA,3.2113,88.7903,nan,3.2113,88.7903,nan
280,BASELINE,NEW_DATA,3.2356,88.7903,nan,3.2356,88.7903,nan
281,BASELINE,NEW_DATA,2.8995,88.7903,nan,2.8995,88.7903,nan
282,BASELINE,NEW_DATA,2.9699,88.7903,nan,2.9699,88.7903,nan
283,BASELINE,NEW_DATA,2.9574,88.7903,nan,2.9574,88.7903,nan
284,BASELINE,NEW_DATA,2.9286,88.7903,nan,2.9286,88.7903,nan
285,BASELINE,NEW_DATA,2.9203,88.7903,nan,2.9203,88.7903,nan
286,BASELINE,NEW_DATA,2.9505,88.7903,nan,2.9505,88.7903,nan
287,BASELINE,NEW_DATA,2.9162,88.7903,nan,2.9162,88.7903,nan
288,BASELINE,NEW_DATA,2.9685,88.7903,nan,2.9685,88.7903,nan
289,BASELINE,NEW_DATA,2.9741,88.7903,nan,2.9741,88.7903,nan
290,BASELINE,NEW_DATA,2.9463,88.7903,nan,2.9463,88.7903,nan
291,BASELINE,NEW_DATA,2.9762,88.7903,nan,2.9762,88.7903,nan
292,BASELINE,NEW_DATA,3.0386,88.7903,nan,3.0386,88.7903,nan
293,BASELINE,NEW_DATA,3.0601,88.7903,nan,3.0601,88.7903,nan
294,BASELINE,NEW_DATA,3.0379,88.7903,nan,3.0379,88.7903,nan
295,BASELINE,NEW_DATA,3.0622,88.7903,nan,3.0622,88.7903,nan
296,BASELINE,NEW_DATA,3.1364,88.7903,nan,3.1364,88.7903,nan
297,BASELINE,NEW_DATA,3.1315,88.7903,nan,3.1315,88.7903,nan
298,BASELINE,NEW_DATA,3.2321,88.7903,nan,3.2321,88.7903,nan
299,BASELINE,NEW_DATA,3.2286,88.7903,nan,3.2286,88.7903,nan
300,BASELINE,NEW_DATA,3.1378,88.7903,nan,3.1378,88.7903,nan
301,BASELINE,NEW_DATA,3.5296,88.7903,nan,3.5296,88.7903,nan
302,BASELINE,NEW_DATA,3.7998,88.7903,nan,3.7998,88.7903,nan
303,BASELINE,NEW_DATA,3.8924,88.7903,nan,3.8924,88.7903,nan
304,BASELINE,NEW_DATA,3.9090,88.7903,nan,3.9090,88.7903,nan
305,BASELINE,NEW_DATA,3.8678,88.7903,nan,3.8678,88.7903,nan
306,BASELINE,NEW_DATA,3.8383,88.7903,nan,3.8383,88.7903,nan
307,BASELINE,NEW_DATA,3.7863,88.7903,nan,3.7863,88.7903,nan
308,BASELINE,NEW_DATA,3.8619,88.7903,nan,3.8619,88.7903,nan
309,BASELINE,NEW_DATA,3.8764,88.7903,nan,3.8764,88.7903,nan
310,BASELINE,NEW_DATA,3.8012,88.7903,nan,3.8012,88.7903,nan
311,BASELINE,NEW_DATA,3.7523,88.7903,nan,3.7523,88.7903,nan
312,BASELINE,NEW_DATA,3.7346,88.7903,nan,3.7346,88.7903,nan
313,BASELINE,NEW_DATA,3.7055,88.7903,nan,3.7055,88.7903,nan
314,BASELINE,NEW_DATA,3.6926,88.7903,nan,3.6926,88.7903,nan
315,BASELINE,NEW_DATA,3.6860,88.7903,nan,3.6860,88.7903,nan
316,BASELINE,NEW_DATA,3.7079,88.7903,nan,3.7079,88.7903,nan
317,BASELINE,NEW_DATA,3.6954,88.7158,nan,3.6954,88.7158,nan
318,BASELINE,NEW_DATA,3.6569,88.7158,nan,3.6569,88.7158,nan
319,BASELINE,NEW_DATA,3.6659,88.7158,nan,3.6659,88.7158,nan
320,BASELINE,NEW_DATA,3.6579,88.7158,nan,3.6579,88.7158,nan
321,BASELINE,NEW_DATA,3.7738,88.7158,nan,3.7738,88.7158,nan
322,BASELINE,NEW_DATA,3.3798,88.7158,nan,3.3798,88.7158,nan
323,BASELINE,NEW_DATA,3.3819,88.7158,nan,3.3819,88.7158,nan
324,BASELINE,NEW_DATA,3.3555,88.7158,nan,3.3555,88.7158,nan
325,BASELINE,NEW_DATA,3.3701,88.7158,nan,3.3701,88.7158,nan
326,BASELINE,NEW_DATA,3.0781,88.7158,nan,3.0781,88.7158,nan
327,BASELINE,NEW_DATA,3.4145,88.7158,nan,3.4145,88.7158,nan
328,BASELINE,NEW_DATA,2.9408,88.7158,nan,2.9408,88.7158,nan
329,BASELINE,NEW_DATA,2.9415,88.7158,nan,2.9415,88.7158,nan
330,BASELINE,NEW_DATA,2.9071,88.7158,nan,2.9071,88.7158,nan
331,BASELINE,NEW_DATA,2.9248,88.7158,nan,2.9248,88.7158,nan
332,BASELINE,NEW_DATA,2.9325,88.7158,nan,2.9325,88.7158,nan
333,BASELINE,NEW_DATA,2.9512,88.7158,nan,2.9512,88.7158,nan
334,BASELINE,NEW_DATA,2.9491,88.7158,nan,2.9491,88.7158,nan
335,BASELINE,NEW_DATA,2.9547,88.7158,nan,2.9547,88.7158,nan
336,BASELINE,NEW_DATA,2.9925,88.7158,nan,2.9925,88.7158,nan
337,BASELINE,NEW_DATA,2.9696,88.7158,nan,2.9696,88.7158,nan
338,BASELINE,NEW_DATA,3.0715,88.7158,nan,3.0715,88.7158,nan
339,BASELINE,NEW_DATA,3.0635,88.7158,nan,3.0635,88.7158,nan
340,BASELINE,NEW_DATA,3.0094,88.7158,nan,3.0094,88.7158,nan
341,BASELINE,NEW_DATA,3.0958,88.7158,nan,3.0958,88.7158,nan
