tick_n,phase,status,raw_eda,raw_hr,raw_hrv,smooth_eda,smooth_hr,smooth_hrv
8183,LIVE,NEW_DATA,4.9425,91.6368,35.2212,4.9425,91.6368,35.2212
8184,LIVE,NEW_DATA,4.9806,91.6368,35.2212,4.9806,91.6368,35.2212
8185,LIVE,NEW_DATA,5.0077,91.6368,35.2212,5.0077,91.6368,35.2212
8186,LIVE,NEW_DATA,5.0274,91.6368,35.2212,5.0274,91.6368,35.2212
8187,LIVE,NEW_DATA,5.0201,91.6368,35.2212,5.0201,91.6368,35.2212
8188,LIVE,NEW_DATA,5.0718,91.6368,35.2212,5.0718,91.6368,35.2212
8189,LIVE,NEW_DATA,5.0136,91.6368,35.2212,5.0136,91.6368,35.2212
8190,LIVE,NEW_DATA,5.0285,91.8577,35.0725,5.0285,91.8577,35.0725
8191,LIVE,NEW_DATA,5.0066,91.8577,35.0725,5.0066,91.8577,35.0725
8192,LIVE,NEW_DATA,5.0396,91.8577,35.0725,5.0396,91.8577,35.0725
8193,LIVE,NEW_DATA,5.0136,91.8577,35.0725,5.0136,91.8577,35.0725
8194,LIVE,NEW_DATA,5.1238,91.8577,35.0725,5.1238,91.8577,35.0725
8195,LIVE,NEW_DATA,5.0905,91.8577,35.0725,5.0905,91.8577,35.0725
8196,LIVE,NEW_DATA,5.1755,91.8577,35.0725,5.1755,91.8577,35.0725
8197,LIVE,NEW_DATA,5.1516,91.8577,35.0725,5.1516,91.8577,35.0725
8198,LIVE,NEW_DATA,5.2882,91.8577,35.0725,5.2882,91.8577,35.0725
8199,LIVE,NEW_DATA,5.8358,91.8577,35.0725,5.8358,91.8577,35.0725
8200,LIVE,NEW_DATA,5.8413,91.8577,35.0725,5.8413,91.8577,35.0725
8201,LIVE,NEW_DATA,6.4905,91.8577,35.0725,6.4905,91.8577,35.0725
8202,LIVE,NEW_DATA,6.5738,91.8577,35.0725,6.5738,91.8577,35.0725
8203,LIVE,NEW_DATA,6.2679,91.8577,35.0725,6.2679,91.8577,35.0725
8204,LIVE,NEW_DATA,6.4746,91.8577,35.0725,6.4746,91.8577,35.0725
8205,LIVE,NEW_DATA,6.4670,91.8577,35.0725,6.4670,91.8577,35.0725
8206,LIVE,NEW_DATA,6.4593,91.8577,35.0725,6.4593,91.8577,35.0725
8207,LIVE,NEW_DATA,6.4794,91.8577,35.0725,6.4794,91.8577,35.0725
8208,LIVE,NEW_DATA,6.4947,91.8577,35.0725,6.4947,91.8577,35.0725
8209,LIVE,NEW_DATA,6.4593,91.8577,35.0725,6.4593,91.8577,35.0725
8210,LIVE,NEW_DATA,6.4545,91.8577,35.0725,6.4545,91.8577,35.0725
8211,LIVE,NEW_DATA,6.4253,91.8577,35.0725,6.4253,91.8577,35.0725
8212,LIVE,NEW_DATA,6.4281,91.8577,35.0725,6.4281,91.8577,35.0725
8213,LIVE,NEW_DATA,6.4191,91.8577,35.0725,6.4191,91.8577,35.0725
8214,LIVE,NEW_DATA,6.3796,91.8577,35.0725,6.3796,91.8577,35.0725
8215,LIVE,NEW_DATA,6.3629,92.1758,34.8705,6.3629,92.1758,34.8705
8216,LIVE,NEW_DATA,6.3966,92.1758,34.8705,6.3966,92.1758,34.8705
8217,LIVE,NEW_DATA,6.3272,92.1758,34.8705,6.3272,92.1758,34.8705
8218,LIVE,NEW_DATA,6.3955,92.1758,34.8705,6.3955,92.1758,34.8705
8219,LIVE,NEW_DATA,6.3047,92.1758,34.8705,6.3047,92.1758,34.8705
8220,LIVE,NEW_DATA,6.2745,92.1758,34.8705,6.2745,92.1758,34.8705
8221,LIVE,NEW_DATA,6.2741,92.1758,34.8705,6.2741,92.1758,34.8705
8222,LIVE,NEW_DATA,6.2769,92.1758,34.8705,6.2769,92.1758,34.8705
8223,LIVE,NEW_DATA,6.2970,92.1758,34.8705,6.2970,92.1758,34.8705
8224,LIVE,NEW_DATA,6.2603,92.1758,34.8705,6.2603,92.1758,34.8705
8225,LIVE,NEW_DATA,6.1188,92.1758,34.8705,6.1188,92.1758,34.8705
8226,LIVE,NEW_DATA,5.6527,92.1758,34.8705,5.6527,92.1758,34.8705
8227,LIVE,NEW_DATA,5.1998,92.1758,34.8705,5.1998,92.1758,34.8705
8228,LIVE,NEW_DATA,4.9751,92.1758,34.8705,4.9751,92.1758,34.8705
8229,LIVE,NEW_DATA,4.9858,92.1758,34.8705,4.9858,92.1758,34.8705
8230,LIVE,NEW_DATA,4.9546,92.1758,34.8705,4.9546,92.1758,34.8705
8231,LIVE,NEW_DATA,4.9716,92.1758,34.8705,4.9716,92.1758,34.8705
8232,LIVE,NEW_DATA,5.0146,92.1758,34.8705,5.0146,92.1758,34.8705
8233,LIVE,NEW_DATA,4.9158,92.1758,34.8705,4.9158,92.1758,34.8705
8234,LIVE,NEW_DATA,4.9855,92.1758,34.8705,4.9855,92.1758,34.8705
8235,LIVE,NEW_DATA,5.0215,92.1758,34.8705,5.0215,92.1758,34.8705
8236,LIVE,NEW_DATA,4.9910,92.1758,34.8705,4.9910,92.1758,34.8705
8237,LIVE,NEW_DATA,5.0035,92.1758,34.8705,5.0035,92.1758,34.8705
8238,LIVE,NEW_DATA,4.9796,92.1758,34.8705,4.9796,92.1758,34.8705
8239,LIVE,NEW_DATA,5.0569,92.4217,34.8540,5.0569,92.4217,34.8540
8240,LIVE,NEW_DATA,5.0524,92.4217,34.8540,5.0524,92.4217,34.8540
8241,LIVE,NEW_DATA,5.0423,92.4217,34.8540,5.0423,92.4217,34.8540
8242,LIVE,NEW_DATA,5.1200,92.4217,34.8540,5.1200,92.4217,34.8540
8243,LIVE,NEW_DATA,5.1020,92.4217,34.8540,5.1020,92.4217,34.8540
8244,LIVE,NEW_DATA,5.1710,92.4217,34.8540,5.1710,92.4217,34.8540
8245,LIVE,NEW_DATA,5.1190,92.4217,34.8540,5.1190,92.4217,34.8540
8246,LIVE,NEW_DATA,5.1235,92.4217,34.8540,5.1235,92.4217,34.8540
8247,LIVE,NEW_DATA,5.0871,92.4217,34.8540,5.0871,92.4217,34.8540
8248,LIVE,NEW_DATA,5.1263,92.4217,34.8540,5.1263,92.4217,34.8540
8249,LIVE,NEW_DATA,5.2067,92.4217,34.8540,5.2067,92.4217,34.8540
8250,LIVE,NEW_DATA,5.2060,92.4217,34.8540,5.2060,92.4217,34.8540
8251,LIVE,NEW_DATA,6.1847,92.4217,34.8540,6.1847,92.4217,34.8540
8252,LIVE,NEW_DATA,6.2069,92.4217,34.8540,6.2069,92.4217,34.8540
8253,LIVE,NEW_DATA,6.1999,92.4217,34.8540,6.1999,92.4217,34.8540
8254,LIVE,NEW_DATA,5.7373,92.4217,34.8540,5.7373,92.4217,34.8540
8255,LIVE,NEW_DATA,6.4753,92.4217,34.8540,6.4753,92.4217,34.8540
8256,LIVE,NEW_DATA,6.4711,92.4217,34.8540,6.4711,92.4217,34.8540
8257,LIVE,NEW_DATA,6.4871,92.4217,34.8540,6.4871,92.4217,34.8540
8258,LIVE,NEW_DATA,6.4808,92.4217,34.8540,6.4808,92.4217,34.8540
8259,LIVE,NEW_DATA,6.4385,92.4217,34.8540,6.4385,92.4217,34.8540
8260,LIVE,NEW_DATA,6.4281,92.4217,34.8540,6.4281,92.4217,34.8540
8261,LIVE,NEW_DATA,6.4174,92.4217,34.8540,6.4174,92.4217,34.8540
8262,LIVE,NEW_DATA,6.3962,92.4217,34.8540,6.3962,92.4217,34.8540
8263,LIVE,NEW_DATA,6.3588,92.4217,34.8540,6.3588,92.4217,34.8540
8264,LIVE,NEW_DATA,6.3171,92.2584,36.3832,6.3171,92.2584,36.3832
8265,LIVE,NEW_DATA,6.3060,92.2584,36.3832,6.3060,92.2584,36.3832
8266,LIVE,NEW_DATA,6.3029,92.2584,36.3832,6.3029,92.2584,36.3832
8267,LIVE,NEW_DATA,6.3900,92.2584,36.3832,6.3900,92.2584,36.3832
8268,LIVE,NEW_DATA,6.3053,92.2584,36.3832,6.3053,92.2584,36.3832
8269,LIVE,NEW_DATA,6.3268,92.2584,36.3832,6.3268,92.2584,36.3832
8270,LIVE,NEW_DATA,6.2925,92.2584,36.3832,6.2925,92.2584,36.3832
8271,LIVE,NEW_DATA,6.2388,92.2584,36.3832,6.2388,92.2584,36.3832
8272,LIVE,NEW_DATA,6.2658,92.2584,36.3832,6.2658,92.2584,36.3832
8273,LIVE,NEW_DATA,6.2526,92.2584,36.3832,6.2526,92.2584,36.3832
8274,LIVE,NEW_DATA,6.1704,92.2584,36.3832,6.1704,92.2584,36.3832
8275,LIVE,NEW_DATA,5.6804,92.2584,36.3832,5.6804,92.2584,36.3832
8276,LIVE,NEW_DATA,5.2268,92.2584,36.3832,5.2268,92.2584,36.3832
8277,LIVE,NEW_DATA,4.9886,92.2584,36.3832,4.9886,92.2584,36.3832
8278,LIVE,NEW_DATA,5.0111,92.2584,36.3832,5.0111,92.2584,36.3832
8279,LIVE,NEW_DATA,4.9952,92.2584,36.3832,4.9952,92.2584,36.3832
8280,LIVE,NEW_DATA,5.0118,92.2584,36.3832,5.0118,92.2584,36.3832
8281,LIVE,NEW_DATA,5.0267,92.2584,36.3832,5.0267,92.2584,36.3832
8282,LIVE,NEW_DATA,5.0201,92.2584,36.3832,5.0201,92.2584,36.3832
8283,LIVE,NEW_DATA,5.0052,92.2584,36.3832,5.0052,92.2584,36.3832
8284,LIVE,NEW_DATA,4.9612,92.2584,36.3832,4.9612,92.2584,36.3832
8285,LIVE,NEW_DATA,5.0247,92.2584,36.3832,5.0247,92.2584,36.3832
8286,LIVE,NEW_DATA,5.0520,92.2584,36.3832,5.0520,92.2584,36.3832
8287,LIVE,NEW_DATA,5.0489,92.2584,36.3832,5.0489,92.2584,36.3832
8288,LIVE,NEW_DATA,5.1609,92.0478,36.5100,5.1609,92.0478,36.5100
8289,LIVE,NEW_DATA,5.1720,92.0478,36.5100,5.1720,92.0478,36.5100
8290,LIVE,NEW_DATA,5.1491,92.0478,36.5100,5.1491,92.0478,36.5100
8291,LIVE,NEW_DATA,5.2462,92.0478,36.5100,5.2462,92.0478,36.5100
8292,LIVE,NEW_DATA,5.7602,92.0478,36.5100,5.7602,92.0478,36.5100
8293,LIVE,NEW_DATA,5.7973,92.0478,36.5100,5.7973,92.0478,36.5100
8294,LIVE,NEW_DATA,5.7155,92.0478,36.5100,5.7155,92.0478,36.5100
8295,LIVE,NEW_DATA,5.7321,92.0478,36.5100,5.7321,92.0478,36.5100
8296,LIVE,NEW_DATA,5.7179,92.0478,36.5100,5.7179,92.0478,36.5100
8297,LIVE,NEW_DATA,5.2199,92.0478,36.5100,5.2199,92.0478,36.5100
8298,LIVE,NEW_DATA,5.7637,92.0478,36.5100,5.7637,92.0478,36.5100
8299,LIVE,NEW_DATA,6.2013,92.0478,36.5100,6.2013,92.0478,36.5100
8300,LIVE,NEW_DATA,6.4281,92.0478,36.5100,6.4281,92.0478,36.5100
8301,LIVE,NEW_DATA,6.2096,92.0478,36.5100,6.2096,92.0478,36.5100
8302,LIVE,NEW_DATA,6.4548,92.0478,36.5100,6.4548,92.0478,36.5100
8303,LIVE,NEW_DATA,6.4361,92.0478,36.5100,6.4361,92.0478,36.5100
8304,LIVE,NEW_DATA,6.4219,92.0478,36.5100,6.4219,92.0478,36.5100
8305,LIVE,NEW_DATA,6.4326,92.0478,36.5100,6.4326,92.0478,36.5100
8306,LIVE,NEW_DATA,6.4683,92.0478,36.5100,6.4683,92.0478,36.5100
8307,LIVE,NEW_DATA,6.4309,92.0478,36.5100,6.4309,92.0478,36.5100
8308,LIVE,NEW_DATA,6.4427,92.0478,36.5100,6.4427,92.0478,36.5100
8309,LIVE,NEW_DATA,6.3733,92.0478,36.5100,6.3733,92.0478,36.5100
8310,LIVE,NEW_DATA,6.3976,92.0478,36.5100,6.3976,92.0478,36.5100
8311,LIVE,NEW_DATA,6.3352,92.0478,36.5100,6.3352,92.0478,36.5100
8312,LIVE,NEW_DATA,6.3633,92.0478,36.5100,6.3633,92.0478,36.5100
8313,LIVE,NEW_DATA,6.2866,91.8260,36.5558,6.2866,91.8260,36.5558
8314,LIVE,NEW_DATA,6.2096,91.8260,36.5558,6.2096,91.8260,36.5558
8315,LIVE,NEW_DATA,6.2825,91.8260,36.5558,6.2825,91.8260,36.5558
8316,LIVE,NEW_DATA,6.2422,91.8260,36.5558,6.2422,91.8260,36.5558
8317,LIVE,NEW_DATA,6.2977,91.8260,36.5558,6.2977,91.8260,36.5558
8318,LIVE,NEW_DATA,6.2284,91.8260,36.5558,6.2284,91.8260,36.5558
8319,LIVE,NEW_DATA,6.1195,91.8260,36.5558,6.1195,91.8260,36.5558
8320,LIVE,NEW_DATA,5.6319,91.8260,36.5558,5.6319,91.8260,36.5558
8321,LIVE,NEW_DATA,5.5979,91.8260,36.5558,5.5979,91.8260,36.5558
8322,LIVE,NEW_DATA,5.6194,91.8260,36.5558,5.6194,91.8260,36.5558
8323,LIVE,NEW_DATA,5.5979,91.8260,36.5558,5.5979,91.8260,36.5558
8324,LIVE,NEW_DATA,5.1755,91.8260,36.5558,5.1755,91.8260,36.5558
8325,LIVE,NEW_DATA,5.1519,91.8260,36.5558,5.1519,91.8260,36.5558
8326,LIVE,NEW_DATA,5.1575,91.8260,36.5558,5.1575,91.8260,36.5558
8327,LIVE,NEW_DATA,4.9674,91.8260,36.5558,4.9674,91.8260,36.5558
8328,LIVE,NEW_DATA,4.9223,91.8260,36.5558,4.9223,91.8260,36.5558
8329,LIVE,NEW_DATA,4.9737,91.8260,36.5558,4.9737,91.8260,36.5558
8330,LIVE,NEW_DATA,4.9522,91.8260,36.5558,4.9522,91.8260,36.5558
8331,LIVE,NEW_DATA,4.9418,91.8260,36.5558,4.9418,91.8260,36.5558
8332,LIVE,NEW_DATA,4.9827,91.8260,36.5558,4.9827,91.8260,36.5558
8333,LIVE,NEW_DATA,4.9688,91.8260,36.5558,4.9688,91.8260,36.5558
8334,LIVE,NEW_DATA,5.0201,91.8260,36.5558,5.0201,91.8260,36.5558
8335,LIVE,NEW_DATA,4.9910,91.8260,36.5558,4.9910,91.8260,36.5558
8336,LIVE,NEW_DATA,5.1159,91.8260,36.5558,5.1159,91.8260,36.5558
8337,LIVE,NEW_DATA,5.0846,91.7314,36.4438,5.0846,91.7314,36.4438
8338,LIVE,NEW_DATA,5.1478,91.7314,36.4438,5.1478,91.7314,36.4438
8339,LIVE,NEW_DATA,5.0989,91.7314,36.4438,5.0989,91.7314,36.4438
8340,LIVE,NEW_DATA,5.2671,91.7314,36.4438,5.2671,91.7314,36.4438
8341,LIVE,NEW_DATA,5.7928,91.7314,36.4438,5.7928,91.7314,36.4438
8342,LIVE,NEW_DATA,5.7935,91.7314,36.4438,5.7935,91.7314,36.4438
8343,LIVE,NEW_DATA,5.3017,91.7314,36.4438,5.3017,91.7314,36.4438
8344,LIVE,NEW_DATA,5.8458,91.7314,36.4438,5.8458,91.7314,36.4438
8345,LIVE,NEW_DATA,6.2079,91.7314,36.4438,6.2079,91.7314,36.4438
8346,LIVE,NEW_DATA,5.8178,91.7314,36.4438,5.8178,91.7314,36.4438
8347,LIVE,NEW_DATA,6.2221,91.7314,36.4438,6.2221,91.7314,36.4438
8348,LIVE,NEW_DATA,6.3976,91.7314,36.4438,6.3976,91.7314,36.4438
8349,LIVE,NEW_DATA,6.2270,91.7314,36.4438,6.2270,91.7314,36.4438
8350,LIVE,NEW_DATA,6.4455,91.7314,36.4438,6.4455,91.7314,36.4438
8351,LIVE,NEW_DATA,6.4240,91.7314,36.4438,6.4240,91.7314,36.4438
8352,LIVE,NEW_DATA,6.4295,91.7314,36.4438,6.4295,91.7314,36.4438
8353,LIVE,NEW_DATA,6.3740,91.7314,36.4438,6.3740,91.7314,36.4438
8354,LIVE,NEW_DATA,6.3699,91.7314,36.4438,6.3699,91.7314,36.4438
8355,LIVE,NEW_DATA,6.3504,91.7314,36.4438,6.3504,91.7314,36.4438
8356,LIVE,NEW_DATA,6.3934,91.7314,36.4438,6.3934,91.7314,36.4438
8357,LIVE,NEW_DATA,6.3477,91.7314,36.4438,6.3477,91.7314,36.4438
8358,LIVE,NEW_DATA,6.3123,91.7314,36.4438,6.3123,91.7314,36.4438
8359,LIVE,NEW_DATA,6.2395,91.7314,36.4438,6.2395,91.7314,36.4438
8360,LIVE,NEW_DATA,6.2145,91.7314,36.4438,6.2145,91.7314,36.4438
8361,LIVE,NEW_DATA,6.2245,91.7314,36.4438,6.2245,91.7314,36.4438
8362,LIVE,NEW_DATA,6.2662,91.9760,36.3588,6.2662,91.9760,36.3588
8363,LIVE,NEW_DATA,6.0605,91.9760,36.3588,6.0605,91.9760,36.3588
8364,LIVE,NEW_DATA,6.2187,91.9760,36.3588,6.2187,91.9760,36.3588
8365,LIVE,NEW_DATA,5.5181,91.9760,36.3588,5.5181,91.9760,36.3588
8366,LIVE,NEW_DATA,5.5223,91.9760,36.3588,5.5223,91.9760,36.3588
8367,LIVE,NEW_DATA,6.0609,91.9760,36.3588,6.0609,91.9760,36.3588
8368,LIVE,NEW_DATA,5.5091,91.9760,36.3588,5.5091,91.9760,36.3588
8369,LIVE,NEW_DATA,5.5306,91.9760,36.3588,5.5306,91.9760,36.3588
8370,LIVE,NEW_DATA,5.5310,91.9760,36.3588,5.5310,91.9760,36.3588
8371,LIVE,NEW_DATA,5.0957,91.9760,36.3588,5.0957,91.9760,36.3588
8372,LIVE,NEW_DATA,4.9508,91.9760,36.3588,4.9508,91.9760,36.3588
8373,LIVE,NEW_DATA,4.9619,91.9760,36.3588,4.9619,91.9760,36.3588
8374,LIVE,NEW_DATA,4.9744,91.9760,36.3588,4.9744,91.9760,36.3588
8375,LIVE,NEW_DATA,4.9827,91.9760,36.3588,4.9827,91.9760,36.3588
8376,LIVE,NEW_DATA,4.9799,91.9760,36.3588,4.9799,91.9760,36.3588
8377,LIVE,NEW_DATA,5.1041,91.9760,36.3588,5.1041,91.9760,36.3588
8378,LIVE,NEW_DATA,5.0826,91.9760,36.3588,5.0826,91.9760,36.3588
8379,LIVE,NEW_DATA,5.1318,91.9760,36.3588,5.1318,91.9760,36.3588
8380,LIVE,NEW_DATA,5.1093,91.9760,36.3588,5.1093,91.9760,36.3588
8381,LIVE,NEW_DATA,5.1304,91.9760,36.3588,5.1304,91.9760,36.3588
8382,LIVE,NEW_DATA,5.3357,91.9760,36.3588,5.3357,91.9760,36.3588
8383,LIVE,NEW_DATA,5.8594,91.9760,36.3588,5.8594,91.9760,36.3588
8384,LIVE,NEW_DATA,5.3531,91.9760,36.3588,5.3531,91.9760,36.3588
8385,LIVE,NEW_DATA,5.8732,91.9760,36.3588,5.8732,91.9760,36.3588
8386,LIVE,NEW_DATA,6.2894,92.2543,36.1306,6.2894,92.2543,36.1306
8387,LIVE,NEW_DATA,5.9031,92.2543,36.1306,5.9031,92.2543,36.1306
8388,LIVE,NEW_DATA,6.2700,92.2543,36.1306,6.2700,92.2543,36.1306
8389,LIVE,NEW_DATA,6.4649,92.2543,36.1306,6.4649,92.2543,36.1306
8390,LIVE,NEW_DATA,6.4385,92.2543,36.1306,6.4385,92.2543,36.1306
8391,LIVE,NEW_DATA,6.4607,92.2543,36.1306,6.4607,92.2543,36.1306
8392,LIVE,NEW_DATA,6.4246,92.2543,36.1306,6.4246,92.2543,36.1306
8393,LIVE,NEW_DATA,6.4337,92.2543,36.1306,6.4337,92.2543,36.1306
8394,LIVE,NEW_DATA,6.3816,92.2543,36.1306,6.3816,92.2543,36.1306
8395,LIVE,NEW_DATA,6.4170,92.2543,36.1306,6.4170,92.2543,36.1306
8396,LIVE,NEW_DATA,6.4087,92.2543,36.1306,6.4087,92.2543,36.1306
8397,LIVE,NEW_DATA,6.3914,92.2543,36.1306,6.3914,92.2543,36.1306
8398,LIVE,NEW_DATA,6.2963,92.2543,36.1306,6.2963,92.2543,36.1306
8399,LIVE,NEW_DATA,6.3976,92.2543,36.1306,6.3976,92.2543,36.1306
8400,LIVE,NEW_DATA,6.3019,92.2543,36.1306,6.3019,92.2543,36.1306
8401,LIVE,NEW_DATA,6.2388,92.2543,36.1306,6.2388,92.2543,36.1306
8402,LIVE,NEW_DATA,6.2977,92.2543,36.1306,6.2977,92.2543,36.1306
8403,LIVE,NEW_DATA,6.2589,92.2543,36.1306,6.2589,92.2543,36.1306
8404,LIVE,NEW_DATA,6.3213,92.2543,36.1306,6.3213,92.2543,36.1306
8405,LIVE,NEW_DATA,6.2630,92.2543,36.1306,6.2630,92.2543,36.1306
8406,LIVE,NEW_DATA,6.2329,92.2543,36.1306,6.2329,92.2543,36.1306
8407,LIVE,NEW_DATA,6.1996,92.2543,36.1306,6.1996,92.2543,36.1306
8408,LIVE,NEW_DATA,6.2256,92.2543,36.1306,6.2256,92.2543,36.1306
8409,LIVE,NEW_DATA,5.4741,92.2543,36.1306,5.4741,92.2543,36.1306
8410,LIVE,NEW_DATA,5.1103,92.6754,35.7822,5.1103,92.6754,35.7822
8411,LIVE,NEW_DATA,5.0673,92.6754,35.7822,5.0673,92.6754,35.7822
8412,LIVE,NEW_DATA,4.9549,92.6754,35.7822,4.9549,92.6754,35.7822
8413,LIVE,NEW_DATA,5.0881,92.6754,35.7822,5.0881,92.6754,35.7822
8414,LIVE,NEW_DATA,5.1068,92.6754,35.7822,5.1068,92.6754,35.7822
8415,LIVE,NEW_DATA,4.9362,92.6754,35.7822,4.9362,92.6754,35.7822
8416,LIVE,NEW_DATA,4.9425,92.6754,35.7822,4.9425,92.6754,35.7822
8417,LIVE,NEW_DATA,4.9719,92.6754,35.7822,4.9719,92.6754,35.7822
8418,LIVE,NEW_DATA,4.9758,92.6754,35.7822,4.9758,92.6754,35.7822
8419,LIVE,NEW_DATA,4.9796,92.6754,35.7822,4.9796,92.6754,35.7822
8420,LIVE,NEW_DATA,5.0368,92.6754,35.7822,5.0368,92.6754,35.7822
8421,LIVE,NEW_DATA,5.0784,92.6754,35.7822,5.0784,92.6754,35.7822
8422,LIVE,NEW_DATA,5.0784,92.6754,35.7822,5.0784,92.6754,35.7822
8423,LIVE,NEW_DATA,5.0812,92.6754,35.7822,5.0812,92.6754,35.7822
8424,LIVE,NEW_DATA,5.0819,92.6754,35.7822,5.0819,92.6754,35.7822
8425,LIVE,NEW_DATA,5.1759,92.6754,35.7822,5.1759,92.6754,35.7822
8426,LIVE,NEW_DATA,5.1880,92.6754,35.7822,5.1880,92.6754,35.7822
8427,LIVE,NEW_DATA,5.1887,92.6754,35.7822,5.1887,92.6754,35.7822
8428,LIVE,NEW_DATA,5.1904,92.6754,35.7822,5.1904,92.6754,35.7822
8429,LIVE,NEW_DATA,5.1897,92.6754,35.7822,5.1897,92.6754,35.7822
8430,LIVE,NEW_DATA,5.4502,92.6754,35.7822,5.4502,92.6754,35.7822
8431,LIVE,NEW_DATA,5.4533,92.6754,35.7822,5.4533,92.6754,35.7822
8432,LIVE,NEW_DATA,5.9454,92.6754,35.7822,5.9454,92.6754,35.7822
8433,LIVE,NEW_DATA,6.3369,92.6754,35.7822,6.3369,92.6754,35.7822
8434,LIVE,NEW_DATA,6.3636,92.6754,35.7822,6.3636,92.6754,35.7822
8435,LIVE,NEW_DATA,6.4975,93.1684,35.7822,6.4975,93.1684,35.7822
8436,LIVE,NEW_DATA,6.4815,93.1684,35.7822,6.4815,93.1684,35.7822
8437,LIVE,NEW_DATA,6.5294,93.1684,35.7822,6.5294,93.1684,35.7822
8438,LIVE,NEW_DATA,6.4756,93.1684,35.7822,6.4756,93.1684,35.7822
8439,LIVE,NEW_DATA,6.4808,93.1684,35.7822,6.4808,93.1684,35.7822
8440,LIVE,NEW_DATA,6.4545,93.1684,35.7822,6.4545,93.1684,35.7822
8441,LIVE,NEW_DATA,6.4670,93.1684,35.7822,6.4670,93.1684,35.7822
8442,LIVE,NEW_DATA,6.3490,93.1684,35.7822,6.3490,93.1684,35.7822
8443,LIVE,NEW_DATA,6.3546,93.1684,35.7822,6.3546,93.1684,35.7822
8444,LIVE,NEW_DATA,6.3577,93.1684,35.7822,6.3577,93.1684,35.7822
8445,LIVE,NEW_DATA,6.3397,93.1684,35.7822,6.3397,93.1684,35.7822
8446,LIVE,NEW_DATA,6.3553,93.1684,35.7822,6.3553,93.1684,35.7822
8447,LIVE,NEW_DATA,6.2897,93.1684,35.7822,6.2897,93.1684,35.7822
8448,LIVE,NEW_DATA,6.3480,93.1684,35.7822,6.3480,93.1684,35.7822
8449,LIVE,NEW_DATA,6.3490,93.1684,35.7822,6.3490,93.1684,35.7822
8450,LIVE,NEW_DATA,6.3511,93.1684,35.7822,6.3511,93.1684,35.7822
8451,LIVE,NEW_DATA,6.2717,93.1684,35.7822,6.2717,93.1684,35.7822
8452,LIVE,NEW_DATA,6.0134,93.1684,35.7822,6.0134,93.1684,35.7822
8453,LIVE,NEW_DATA,5.9731,93.1684,35.7822,5.9731,93.1684,35.7822
8454,LIVE,NEW_DATA,6.2617,93.1684,35.7822,6.2617,93.1684,35.7822
8455,LIVE,NEW_DATA,6.2651,93.1684,35.7822,6.2651,93.1684,35.7822
8456,LIVE,NEW_DATA,5.9669,93.1684,35.7822,5.9669,93.1684,35.7822
8457,LIVE,NEW_DATA,5.1377,93.1684,35.7822,5.1377,93.1684,35.7822
8458,LIVE,NEW_DATA,5.1131,93.1684,35.7822,5.1131,93.1684,35.7822
8459,LIVE,NEW_DATA,5.5098,93.3279,35.6544,5.5098,93.3279,35.6544
8460,LIVE,NEW_DATA,5.1131,93.3279,35.6544,5.1131,93.3279,35.6544
8461,LIVE,NEW_DATA,4.9827,93.3279,35.6544,4.9827,93.3279,35.6544
8462,LIVE,NEW_DATA,4.9494,93.3279,35.6544,4.9494,93.3279,35.6544
8463,LIVE,NEW_DATA,5.1256,93.3279,35.6544,5.1256,93.3279,35.6544
8464,LIVE,NEW_DATA,5.0188,93.3279,35.6544,5.0188,93.3279,35.6544
8465,LIVE,NEW_DATA,5.0292,93.3279,35.6544,5.0292,93.3279,35.6544
8466,LIVE,NEW_DATA,5.0233,93.3279,35.6544,5.0233,93.3279,35.6544
8467,LIVE,NEW_DATA,5.0299,93.3279,35.6544,5.0299,93.3279,35.6544
8468,LIVE,NEW_DATA,5.0732,93.3279,35.6544,5.0732,93.3279,35.6544
8469,LIVE,NEW_DATA,5.0957,93.3279,35.6544,5.0957,93.3279,35.6544
8470,LIVE,NEW_DATA,5.0923,93.3279,35.6544,5.0923,93.3279,35.6544
8471,LIVE,NEW_DATA,5.1159,93.3279,35.6544,5.1159,93.3279,35.6544
8472,LIVE,NEW_DATA,5.1547,93.3279,35.6544,5.1547,93.3279,35.6544
8473,LIVE,NEW_DATA,5.2372,93.3279,35.6544,5.2372,93.3279,35.6544
8474,LIVE,NEW_DATA,5.2005,93.3279,35.6544,5.2005,93.3279,35.6544
8475,LIVE,NEW_DATA,5.2854,93.3279,35.6544,5.2854,93.3279,35.6544
8476,LIVE,NEW_DATA,5.3024,93.3279,35.6544,5.3024,93.3279,35.6544
8477,LIVE,NEW_DATA,5.6447,93.3279,35.6544,5.6447,93.3279,35.6544
8478,LIVE,NEW_DATA,5.6319,93.3279,35.6544,5.6319,93.3279,35.6544
8479,LIVE,NEW_DATA,6.1548,93.3279,35.6544,6.1548,93.3279,35.6544
8480,LIVE,NEW_DATA,5.6770,93.3279,35.6544,5.6770,93.3279,35.6544
8481,LIVE,NEW_DATA,6.5561,93.3279,35.6544,6.5561,93.3279,35.6544
8482,LIVE,NEW_DATA,6.5738,93.3279,35.6544,6.5738,93.3279,35.6544
8483,LIVE,NEW_DATA,6.7076,93.3279,35.6544,6.7076,93.3279,35.6544
8484,LIVE,NEW_DATA,6.7166,93.8676,34.9378,6.7166,93.8676,34.9378
8485,LIVE,NEW_DATA,6.7104,93.8676,34.9378,6.7104,93.8676,34.9378
