time,normEDA,normHRV,normHR,s_instant,s_t,height
9402.0000,38.7498,26.6490,2.5836,27.8863,27.8575,
9403.0000,38.7861,26.6490,2.5836,27.9044,27.8545,
9404.0000,38.7861,26.6490,2.5836,27.9044,27.8522,
9405.0000,38.7861,26.6490,2.5836,27.9044,27.8490,
9406.0000,38.6412,26.6490,2.5836,27.8320,27.8458,
9407.0000,38.8559,26.6490,2.5836,27.9394,27.8450,
9408.0000,38.7136,26.6490,2.5836,27.8682,27.8429,
9409.0000,38.7861,26.6490,2.5836,27.9044,27.8425,
9410.0000,38.8300,26.6490,2.5836,27.9264,27.8411,
9411.0000,38.7136,26.6490,2.5836,27.8682,27.8417,
9412.0000,38.7317,26.6490,2.5836,27.8773,27.8413,
9413.0000,38.5687,26.6490,2.5836,27.7958,27.8413,
9414.0000,38.7317,26.5049,2.2599,27.7693,27.8393,
9415.0000,38.7136,26.5049,2.2599,27.7603,27.8385,
9416.0000,38.6412,26.5049,2.2599,27.7240,27.8357,
9417.0000,38.7136,26.5049,2.2599,27.7603,27.8346,
9418.0000,38.5791,26.5049,2.2599,27.6930,27.8318,
9419.0000,38.6852,26.5049,2.2599,27.7460,27.8292,
9420.0000,38.4264,26.5049,2.2599,27.6167,27.8262,
9421.0000,38.5687,26.5049,2.2599,27.6878,27.8245,
9422.0000,38.4627,26.5049,2.2599,27.6348,27.8215,
9423.0000,38.5325,26.5049,2.2599,27.6697,27.8195,
9424.0000,38.4264,26.5049,2.2599,27.6167,27.8161,
9425.0000,38.2479,26.5049,2.2599,27.5274,27.8127,
9426.0000,38.3902,26.5049,2.2599,27.5986,27.8098,
9427.0000,38.3540,26.5049,2.2599,27.5804,27.8071,
9428.0000,38.3540,26.5049,2.2599,27.5804,27.8047,
9429.0000,38.3540,26.5049,2.2599,27.5804,27.8015,
9430.0000,38.2557,26.1591,1.9892,27.3734,27.7956,
9431.0000,38.2919,26.1591,1.9892,27.3915,27.7906,
9432.0000,38.0306,26.1591,1.9892,27.2609,27.7775,
9433.0000,38.1755,26.1591,1.9892,27.3333,27.7651,
9434.0000,38.0047,26.1591,1.9892,27.2479,27.7524,
9435.0000,38.1392,26.1591,1.9892,27.3152,27.7407,
9436.0000,37.9245,26.1591,1.9892,27.2078,27.7267,
9437.0000,37.9607,26.1591,1.9892,27.2259,27.7149,
9438.0000,37.8883,26.1591,1.9892,27.1897,27.7005,
9439.0000,37.6891,26.1591,1.9892,27.0901,27.6854,
9440.0000,37.8702,26.1591,1.9892,27.1807,27.6707,
9441.0000,37.6891,26.1591,1.9892,27.0901,27.6550,
9442.0000,37.7253,26.1591,1.9892,27.1082,27.6409,
9443.0000,37.5649,26.1591,1.9892,27.0280,27.6242,
9444.0000,37.6011,26.1591,1.9892,27.0461,27.6084,
9445.0000,37.6373,26.1591,1.9892,27.0642,27.5921,
