timestamp,status,raw_eda,raw_hr,raw_hrv
2026-05-26 17:00:08.481,HOLD_LAST,0.0,0.0,0.0
2026-05-26 17:00:08.499,NEW_DATA,5.2854,87.5912,5.0
2026-05-26 17:00:08.519,NEW_DATA,5.2875,87.5912,5.0
2026-05-26 17:00:08.541,NEW_DATA,5.3038,87.5912,5.0
2026-05-26 17:00:08.562,NEW_DATA,5.2906,87.5912,5.0
2026-05-26 17:00:08.582,NEW_DATA,5.2782,87.5912,5.0
2026-05-26 17:00:08.604,NEW_DATA,5.2875,87.5912,5.0
2026-05-26 17:00:08.624,NEW_DATA,5.2893,87.5912,5.0
2026-05-26 17:00:08.645,NEW_DATA,5.2941,87.5912,5.0
2026-05-26 17:00:08.666,NEW_DATA,5.2927,87.5912,5.0
2026-05-26 17:00:08.687,NEW_DATA,5.2972,87.5912,5.0
2026-05-26 17:00:08.708,NEW_DATA,5.2837,87.5912,5.0
2026-05-26 17:00:08.728,NEW_DATA,5.2778,87.5912,5.0
2026-05-26 17:00:08.749,NEW_DATA,5.2775,87.5912,5.0
2026-05-26 17:00:08.770,NEW_DATA,5.2768,87.5912,5.0
2026-05-26 17:00:08.791,NEW_DATA,5.2785,87.5912,5.0
2026-05-26 17:00:08.811,NEW_DATA,5.2761,87.5912,5.0
2026-05-26 17:00:08.832,NEW_DATA,5.274,87.5912,5.0
2026-05-26 17:00:08.852,NEW_DATA,5.2813,87.5912,5.0
2026-05-26 17:00:08.873,NEW_DATA,5.2736,87.5912,5.0
2026-05-26 17:00:08.894,NEW_DATA,5.2809,87.5912,5.0
2026-05-26 17:00:08.915,NEW_DATA,5.2809,87.5912,5.0
2026-05-26 17:00:08.935,NEW_DATA,5.2951,87.5912,5.0
2026-05-26 17:00:08.957,NEW_DATA,5.2754,87.5912,5.0
2026-05-26 17:00:08.977,NEW_DATA,5.2719,87.5912,5.0
2026-05-26 17:00:08.998,NEW_DATA,5.2671,87.5912,5.0
2026-05-26 17:00:09.019,NEW_DATA,5.2806,87.5912,5.0
2026-05-26 17:00:09.040,NEW_DATA,5.2691,87.5912,5.0
