timestamp,phase,smooth_eda,smooth_hr,smooth_hrv
2026-05-28 09:29:50.640,BASELINE,0.0,0.0,0.0
2026-05-28 09:29:50.641,BASELINE,0.0,0.0,0.0
2026-05-28 09:29:50.663,BASELINE,0.1701,7.5,2.0
2026-05-28 09:29:50.685,BASELINE,0.3317,14.25,3.9
2026-05-28 09:29:50.706,BASELINE,0.4851,20.325,5.705
2026-05-28 09:29:50.726,BASELINE,0.6309,25.7925,7.4197
2026-05-28 09:29:50.746,BASELINE,0.7697,30.7133,9.0488
2026-05-28 09:29:50.767,BASELINE,0.9014,35.1419,10.5963
2026-05-28 09:29:50.787,BASELINE,1.0265,39.1277,12.0665
2026-05-28 09:29:50.807,BASELINE,1.1454,42.715,13.4632
2026-05-28 09:29:50.827,BASELINE,1.2581,45.9435,14.79
2026-05-28 09:29:50.847,BASELINE,1.3653,48.8491,16.0505
2026-05-28 09:29:50.868,BASELINE,1.4673,51.4642,17.248
2026-05-28 09:29:50.888,BASELINE,1.5638,53.8178,18.3856
2026-05-28 09:29:50.908,BASELINE,1.6556,55.936,19.4663
2026-05-28 09:29:50.928,BASELINE,1.743,57.8424,20.493
2026-05-28 09:29:50.948,BASELINE,1.8261,59.5582,21.4684
2026-05-28 09:29:50.968,BASELINE,1.9053,61.1023,22.3949
2026-05-28 09:29:50.989,BASELINE,1.9803,62.4921,23.2752
2026-05-28 09:29:51.009,BASELINE,2.0517,63.7429,24.1114
2026-05-28 09:29:51.029,BASELINE,2.1191,64.8686,24.9059
2026-05-28 09:29:51.049,BASELINE,2.1835,66.3499,25.6606
2026-05-28 09:29:51.070,BASELINE,2.2446,67.683,26.3775
2026-05-28 09:29:51.090,BASELINE,2.3023,68.8828,27.0587
2026-05-28 09:29:51.110,BASELINE,2.3574,69.9627,27.7057
2026-05-28 09:29:51.131,BASELINE,2.4099,70.9345,28.3204
2026-05-28 09:29:51.151,BASELINE,2.4594,71.8092,28.9044
2026-05-28 09:29:51.171,BASELINE,2.5065,72.5964,29.4592
2026-05-28 09:29:51.191,BASELINE,2.5514,73.3049,29.9862
2026-05-28 09:29:51.212,BASELINE,2.594,73.9425,30.4869
2026-05-28 09:29:51.232,BASELINE,2.6345,74.5164,30.9626
2026-05-28 09:29:51.252,BASELINE,2.6732,75.0329,31.4144
2026-05-28 09:29:51.272,BASELINE,2.7098,75.4977,31.8437
2026-05-28 09:29:51.292,BASELINE,2.7444,75.9161,32.2515
2026-05-28 09:29:51.312,BASELINE,2.7775,76.2926,32.639
2026-05-28 09:29:51.333,BASELINE,2.809,76.6315,33.007
2026-05-28 09:29:51.353,BASELINE,2.8386,76.9365,33.3567
2026-05-28 09:29:51.374,BASELINE,2.8669,77.2109,33.6888
2026-05-28 09:29:51.394,BASELINE,2.8937,77.458,34.0044
2026-05-28 09:29:51.414,BASELINE,2.9191,77.6803,34.3042
2026-05-28 09:29:51.434,BASELINE,2.9434,77.8804,34.589
2026-05-28 09:29:51.454,BASELINE,2.9664,78.0605,34.8595
2026-05-28 09:29:51.474,BASELINE,2.9881,78.2226,35.1165
2026-05-28 09:29:51.495,BASELINE,3.0089,78.3684,35.3607
2026-05-28 09:29:51.516,BASELINE,3.0287,78.4997,35.5927
2026-05-28 09:29:51.536,BASELINE,3.0473,78.6179,35.813
2026-05-28 09:29:51.557,BASELINE,3.0651,78.7242,36.0224
2026-05-28 09:29:51.577,BASELINE,3.082,78.8199,36.2213
2026-05-28 09:29:51.598,BASELINE,3.098,78.9061,36.4102
2026-05-28 09:29:51.619,BASELINE,3.1132,78.9836,36.5897
2026-05-28 09:29:51.639,BASELINE,3.1277,79.0533,36.7602
2026-05-28 09:29:51.660,BASELINE,3.1414,79.1161,36.9222
2026-05-28 09:29:51.681,BASELINE,3.1546,79.1727,37.0761
2026-05-28 09:29:51.701,BASELINE,3.1672,79.2235,37.2223
2026-05-28 09:29:51.721,BASELINE,3.1789,79.2693,37.3612
2026-05-28 09:29:51.742,BASELINE,3.1902,79.3105,37.4931
2026-05-28 09:29:51.763,BASELINE,3.201,79.3476,37.6185
2026-05-28 09:29:51.783,BASELINE,3.2111,79.3809,37.7375
2026-05-28 09:29:51.804,BASELINE,3.2208,79.411,37.8507
2026-05-28 09:29:51.825,BASELINE,3.2301,79.438,37.9581
2026-05-28 09:29:51.845,BASELINE,3.239,79.4623,38.0602
2026-05-28 09:29:51.866,BASELINE,3.2473,79.4842,38.1572
2026-05-28 09:29:51.887,BASELINE,3.2552,79.5039,38.2493
2026-05-28 09:29:51.907,BASELINE,3.2628,79.5217,38.3369
2026-05-28 09:29:51.927,BASELINE,3.2699,79.5376,38.42
2026-05-28 09:29:51.947,BASELINE,3.2767,79.552,38.499
2026-05-28 09:29:51.968,BASELINE,3.2828,79.5649,38.5741
2026-05-28 09:29:51.989,BASELINE,3.2888,79.5766,38.6454
2026-05-28 09:29:52.010,BASELINE,3.2946,79.587,38.7131
2026-05-28 09:29:52.030,BASELINE,3.3,79.5965,38.7775
2026-05-28 09:29:52.050,BASELINE,3.3051,79.6049,38.8386
2026-05-28 09:29:52.071,BASELINE,3.3101,79.6126,38.8967
2026-05-28 09:29:52.091,BASELINE,3.315,79.6194,38.9518
2026-05-28 09:29:52.111,BASELINE,3.3196,79.6256,39.0042
2026-05-28 09:29:52.131,BASELINE,3.3238,79.6312,39.054
2026-05-28 09:29:52.151,BASELINE,3.3279,79.6362,39.1013
2026-05-28 09:29:52.172,BASELINE,3.3316,79.7917,37.8463
2026-05-28 09:29:52.192,BASELINE,3.3352,79.9316,36.6539
2026-05-28 09:29:52.213,BASELINE,3.339,80.0575,35.5212
2026-05-28 09:29:52.233,BASELINE,3.3422,80.1708,34.4452
2026-05-28 09:29:52.254,BASELINE,3.3453,80.2728,33.4229
