timestamp,status,raw_eda,raw_hr,raw_hrv
2026-05-25 10:58:23.453,HOLD_LAST,0.0,0.0,0.0
2026-05-25 10:58:23.474,NEW_DATA,12.7674,75.0,40.0
2026-05-25 10:58:23.494,NEW_DATA,12.7674,75.0,40.0
2026-05-25 10:58:23.514,NEW_DATA,12.7674,75.0,40.0
2026-05-25 10:58:23.536,NEW_DATA,12.7674,75.0,40.0
2026-05-25 10:58:23.556,NEW_DATA,12.7674,75.0,40.0
2026-05-25 10:58:23.577,NEW_DATA,12.7647,75.0,40.0
2026-05-25 10:58:23.597,NEW_DATA,12.7661,75.0,40.0
2026-05-25 10:58:23.617,NEW_DATA,12.7647,75.0,40.0
2026-05-25 10:58:23.639,NEW_DATA,12.7661,75.0,40.0
2026-05-25 10:58:23.659,NEW_DATA,12.7661,75.0,40.0
2026-05-25 10:58:23.680,NEW_DATA,12.7661,75.0,40.0
2026-05-25 10:58:23.700,NEW_DATA,12.7674,75.0,40.0
2026-05-25 10:58:23.721,NEW_DATA,12.7688,75.0,40.0
2026-05-25 10:58:23.742,NEW_DATA,12.7688,75.0,40.0
2026-05-25 10:58:23.764,NEW_DATA,12.7674,75.0,40.0
2026-05-25 10:58:23.786,NEW_DATA,12.7674,75.0,40.0
2026-05-25 10:58:23.806,NEW_DATA,12.7674,75.0,40.0
2026-05-25 10:58:23.827,NEW_DATA,12.7674,75.0,40.0
2026-05-25 10:58:23.847,NEW_DATA,12.7702,75.0,40.0
2026-05-25 10:58:23.868,NEW_DATA,12.7702,75.0,40.0
2026-05-25 10:58:23.889,NEW_DATA,12.7674,75.0,40.0
2026-05-25 10:58:23.911,NEW_DATA,12.7674,75.0,40.0
2026-05-25 10:58:23.931,NEW_DATA,12.7688,75.0,40.0
2026-05-25 10:58:23.952,NEW_DATA,12.7664,75.0,40.0
2026-05-25 10:58:23.973,NEW_DATA,12.7647,75.0,40.0
2026-05-25 10:58:23.995,NEW_DATA,12.7647,75.0,40.0
2026-05-25 10:58:24.016,NEW_DATA,12.7661,75.0,40.0
2026-05-25 10:58:24.036,NEW_DATA,12.7661,75.0,40.0
2026-05-25 10:58:24.057,NEW_DATA,12.7647,75.0,40.0
2026-05-25 10:58:24.078,NEW_DATA,12.7647,75.0,40.0
2026-05-25 10:58:24.099,NEW_DATA,12.7647,75.0,40.0
2026-05-25 10:58:24.119,NEW_DATA,12.7661,75.0,40.0
2026-05-25 10:58:24.140,NEW_DATA,12.7647,75.0,40.0
2026-05-25 10:58:24.161,NEW_DATA,12.7674,75.0,40.0
2026-05-25 10:58:24.181,NEW_DATA,12.7661,75.0,40.0
2026-05-25 10:58:24.203,NEW_DATA,12.7661,75.0,40.0
2026-05-25 10:58:24.223,NEW_DATA,12.7674,75.0,40.0
2026-05-25 10:58:24.244,NEW_DATA,12.7674,75.0,40.0
2026-05-25 10:58:24.264,NEW_DATA,12.7674,75.0,40.0
2026-05-25 10:58:24.284,NEW_DATA,12.7674,75.0,40.0
2026-05-25 10:58:24.304,NEW_DATA,12.7674,75.0,40.0
2026-05-25 10:58:24.325,NEW_DATA,12.7674,75.0,40.0
2026-05-25 10:58:24.346,NEW_DATA,12.7681,75.0,40.0
2026-05-25 10:58:24.366,NEW_DATA,12.7647,75.0,40.0
2026-05-25 10:58:24.388,NEW_DATA,12.7647,75.0,40.0
2026-05-25 10:58:24.409,NEW_DATA,12.7647,75.0,40.0
2026-05-25 10:58:24.429,NEW_DATA,12.7626,75.0,40.0
2026-05-25 10:58:24.450,NEW_DATA,12.7633,75.0,40.0
2026-05-25 10:58:24.470,NEW_DATA,12.7633,75.0,40.0
2026-05-25 10:58:24.491,NEW_DATA,12.7647,75.0,40.0
2026-05-25 10:58:24.512,NEW_DATA,12.7661,75.0,40.0
2026-05-25 10:58:24.532,NEW_DATA,12.7661,75.0,40.0
2026-05-25 10:58:24.552,NEW_DATA,12.7661,75.0,40.0
2026-05-25 10:58:24.572,NEW_DATA,12.7661,75.0,40.0
2026-05-25 10:58:24.593,NEW_DATA,12.7661,75.0,40.0
2026-05-25 10:58:24.614,NEW_DATA,12.7661,75.0,40.0
2026-05-25 10:58:24.635,NEW_DATA,12.7688,75.0,40.0
2026-05-25 10:58:24.655,NEW_DATA,12.7674,75.0,40.0
2026-05-25 10:58:24.676,NEW_DATA,12.7647,75.0,40.0
2026-05-25 10:58:24.697,NEW_DATA,12.7674,75.0,40.0
2026-05-25 10:58:24.718,NEW_DATA,12.7674,75.0,40.0
2026-05-25 10:58:24.739,NEW_DATA,12.7633,75.0,40.0
2026-05-25 10:58:24.760,NEW_DATA,12.7661,75.0,40.0
2026-05-25 10:58:24.780,NEW_DATA,12.7647,75.0,40.0
2026-05-25 10:58:24.802,NEW_DATA,12.7619,75.0,40.0
2026-05-25 10:58:24.822,NEW_DATA,12.7661,75.0,40.0
2026-05-25 10:58:24.842,NEW_DATA,12.7619,75.0,40.0
2026-05-25 10:58:24.862,NEW_DATA,12.7647,75.0,40.0
2026-05-25 10:58:24.882,NEW_DATA,12.7619,75.0,40.0
2026-05-25 10:58:24.902,NEW_DATA,12.7647,75.0,40.0
2026-05-25 10:58:24.923,NEW_DATA,12.7647,75.0,40.0
2026-05-25 10:58:24.943,NEW_DATA,12.7661,75.0,40.0
