timestamp,phase,smooth_eda,smooth_hr,smooth_hrv
2026-05-25 11:03:18.726,BASELINE,0.0,0.0,0.0
2026-05-25 11:03:18.747,BASELINE,0.6474,7.5,2.0
2026-05-25 11:03:18.768,BASELINE,1.2623,14.25,3.9
2026-05-25 11:03:18.788,BASELINE,1.8464,20.325,5.705
2026-05-25 11:03:18.808,BASELINE,2.4013,25.7925,7.4197
2026-05-25 11:03:18.828,BASELINE,2.9284,30.7133,9.0488
2026-05-25 11:03:18.849,BASELINE,3.4293,35.1419,10.5963
2026-05-25 11:03:18.870,BASELINE,3.9051,39.1277,12.0665
2026-05-25 11:03:18.891,BASELINE,4.3572,42.715,13.4632
2026-05-25 11:03:18.912,BASELINE,4.7866,45.9435,14.79
2026-05-25 11:03:18.932,BASELINE,5.1948,48.8491,16.0505
2026-05-25 11:03:18.955,BASELINE,5.5824,51.4642,17.248
2026-05-25 11:03:18.976,BASELINE,5.9507,53.8178,18.3856
2026-05-25 11:03:18.996,BASELINE,6.3007,55.936,19.4663
2026-05-25 11:03:19.018,BASELINE,6.6331,57.8424,20.493
2026-05-25 11:03:19.038,BASELINE,6.9489,59.5582,21.4684
2026-05-25 11:03:19.059,BASELINE,7.2488,61.1023,22.3949
2026-05-25 11:03:19.080,BASELINE,7.5339,62.4921,23.2752
2026-05-25 11:03:19.100,BASELINE,7.8048,63.7429,24.1114
2026-05-25 11:03:19.120,BASELINE,8.0619,64.8686,24.9059
2026-05-25 11:03:19.141,BASELINE,8.3062,65.8818,25.6606
2026-05-25 11:03:19.161,BASELINE,8.5382,66.7936,26.3775
2026-05-25 11:03:19.181,BASELINE,8.7587,67.6142,27.0587
2026-05-25 11:03:19.203,BASELINE,8.9682,68.3528,27.7057
2026-05-25 11:03:19.224,BASELINE,9.1672,69.0175,28.3204
2026-05-25 11:03:19.244,BASELINE,9.356,69.6158,28.9044
2026-05-25 11:03:19.265,BASELINE,9.5356,70.1542,29.4592
2026-05-25 11:03:19.286,BASELINE,9.7062,70.6388,29.9862
2026-05-25 11:03:19.306,BASELINE,9.8682,71.0749,30.4869
2026-05-25 11:03:19.327,BASELINE,10.0222,71.4674,30.9626
2026-05-25 11:03:19.348,BASELINE,10.1685,71.8207,31.4144
2026-05-25 11:03:19.368,BASELINE,10.3075,72.1386,31.8437
2026-05-25 11:03:19.388,BASELINE,10.4395,72.4247,32.2515
2026-05-25 11:03:19.408,BASELINE,10.5649,72.6823,32.639
2026-05-25 11:03:19.428,BASELINE,10.684,72.914,33.007
2026-05-25 11:03:19.448,BASELINE,10.7971,73.1226,33.3567
2026-05-25 11:03:19.469,BASELINE,10.9047,73.3104,33.6888
2026-05-25 11:03:19.489,BASELINE,11.0068,73.4793,34.0044
2026-05-25 11:03:19.509,BASELINE,11.1039,73.6314,34.3042
2026-05-25 11:03:19.531,BASELINE,11.1961,73.7683,34.589
2026-05-25 11:03:19.552,BASELINE,11.2837,73.8914,34.8595
2026-05-25 11:03:19.573,BASELINE,11.3669,74.0023,35.1165
2026-05-25 11:03:19.593,BASELINE,11.4459,74.1021,35.3607
2026-05-25 11:03:19.614,BASELINE,11.5208,74.1919,35.5927
2026-05-25 11:03:19.635,BASELINE,11.592,74.2727,35.813
2026-05-25 11:03:19.656,BASELINE,11.6595,74.3454,36.0224
2026-05-25 11:03:19.677,BASELINE,11.7237,74.4109,36.2213
2026-05-25 11:03:19.697,BASELINE,11.7848,74.4698,36.4102
2026-05-25 11:03:19.718,BASELINE,11.8427,74.5228,36.5897
2026-05-25 11:03:19.738,BASELINE,11.8978,74.5705,36.7602
2026-05-25 11:03:19.758,BASELINE,11.9503,74.6135,36.9222
2026-05-25 11:03:19.779,BASELINE,11.9999,74.6521,37.0761
2026-05-25 11:03:19.800,BASELINE,12.0471,74.6869,37.2223
2026-05-25 11:03:19.820,BASELINE,12.092,74.7182,37.3612
2026-05-25 11:03:19.841,BASELINE,12.1347,74.7464,37.4931
2026-05-25 11:03:19.862,BASELINE,12.1753,74.7718,37.6185
2026-05-25 11:03:19.882,BASELINE,12.2138,74.7946,37.7375
2026-05-25 11:03:19.903,BASELINE,12.2505,74.8151,37.8507
2026-05-25 11:03:19.924,BASELINE,12.2853,74.8336,37.9581
2026-05-25 11:03:19.944,BASELINE,12.3185,74.8502,38.0602
2026-05-25 11:03:19.965,BASELINE,12.3498,74.8652,38.1572
2026-05-25 11:03:19.986,BASELINE,12.3795,74.8787,38.2493
2026-05-25 11:03:20.006,BASELINE,12.4078,74.8908,38.3369
2026-05-25 11:03:20.028,BASELINE,12.4347,74.9017,38.42
2026-05-25 11:03:20.048,BASELINE,12.46,74.9116,38.499
2026-05-25 11:03:20.070,BASELINE,12.4841,74.9204,38.5741
2026-05-25 11:03:20.091,BASELINE,12.507,74.9284,38.6454
2026-05-25 11:03:20.113,BASELINE,12.5289,74.9355,38.7131
2026-05-25 11:03:20.134,BASELINE,12.5497,74.942,38.7775
2026-05-25 11:03:20.155,BASELINE,12.5694,74.9478,38.8386
2026-05-25 11:03:20.176,BASELINE,12.5881,74.953,38.8967
2026-05-25 11:03:20.197,BASELINE,12.6059,74.9577,38.9518
2026-05-25 11:03:20.217,BASELINE,12.6229,74.9619,39.0042
2026-05-25 11:03:20.238,BASELINE,12.6389,74.9657,39.054
2026-05-25 11:03:20.259,BASELINE,12.6542,74.9692,39.1013
2026-05-25 11:03:20.280,BASELINE,12.6687,74.9723,39.1463
2026-05-25 11:03:20.300,BASELINE,12.6824,74.975,39.1889
2026-05-25 11:03:20.321,BASELINE,12.6954,74.9775,39.2295
2026-05-25 11:03:20.342,BASELINE,12.7077,74.9798,39.268
2026-05-25 11:03:20.363,BASELINE,12.7194,74.9818,39.3046
2026-05-25 11:03:20.383,BASELINE,12.7304,74.9836,39.3394
