timestamp,phase,smooth_eda,smooth_hr,smooth_hrv
2026-05-26 17:00:08.481,BASELINE,0.0,0.0,0.0
2026-05-26 17:00:08.499,BASELINE,0.2643,8.7591,0.25
2026-05-26 17:00:08.519,BASELINE,0.5154,16.6423,0.4875
2026-05-26 17:00:08.541,BASELINE,0.7549,23.7372,0.7131
2026-05-26 17:00:08.562,BASELINE,0.9816,30.1226,0.9275
2026-05-26 17:00:08.582,BASELINE,1.1965,35.8695,1.1311
2026-05-26 17:00:08.604,BASELINE,1.401,41.0417,1.3245
2026-05-26 17:00:08.624,BASELINE,1.5954,45.6966,1.5083
2026-05-26 17:00:08.645,BASELINE,1.7804,49.8861,1.6829
2026-05-26 17:00:08.666,BASELINE,1.956,53.6566,1.8488
2026-05-26 17:00:08.687,BASELINE,2.123,57.0501,2.0063
2026-05-26 17:00:08.708,BASELINE,2.2811,60.1042,2.156
2026-05-26 17:00:08.728,BASELINE,2.4309,62.8529,2.2982
2026-05-26 17:00:08.749,BASELINE,2.5732,65.3267,2.4333
2026-05-26 17:00:08.770,BASELINE,2.7084,67.5532,2.5616
2026-05-26 17:00:08.791,BASELINE,2.8369,69.557,2.6835
2026-05-26 17:00:08.811,BASELINE,2.9589,71.3604,2.7994
2026-05-26 17:00:08.832,BASELINE,3.0746,72.9835,2.9094
2026-05-26 17:00:08.852,BASELINE,3.185,74.4443,3.0139
2026-05-26 17:00:08.873,BASELINE,3.2894,75.759,3.1132
2026-05-26 17:00:08.894,BASELINE,3.389,76.9422,3.2076
2026-05-26 17:00:08.915,BASELINE,3.4836,78.0071,3.2972
2026-05-26 17:00:08.935,BASELINE,3.5742,78.9655,3.3823
2026-05-26 17:00:08.957,BASELINE,3.6592,79.8281,3.4632
2026-05-26 17:00:08.977,BASELINE,3.7398,80.6044,3.5401
2026-05-26 17:00:08.998,BASELINE,3.8162,81.3031,3.6131
2026-05-26 17:00:09.019,BASELINE,3.8894,81.9319,3.6824
2026-05-26 17:00:09.040,BASELINE,3.9584,82.4978,3.7483
2026-05-26 17:00:09.062,BASELINE,4.0239,83.0072,3.8109
2026-05-26 17:00:09.083,BASELINE,4.0866,83.4656,3.8703
2026-05-26 17:00:09.104,BASELINE,4.1463,83.8781,3.9268
2026-05-26 17:00:09.125,BASELINE,4.2026,84.2495,3.9805
2026-05-26 17:00:09.145,BASELINE,4.2566,84.5836,4.0314
2026-05-26 17:00:09.166,BASELINE,4.3079,84.8844,4.0799
2026-05-26 17:00:09.186,BASELINE,4.3575,85.1551,4.1259
2026-05-26 17:00:09.207,BASELINE,4.4036,85.4631,4.1696
2026-05-26 17:00:09.227,BASELINE,4.4478,85.7403,4.2111
2026-05-26 17:00:09.247,BASELINE,4.4893,85.9898,4.2505
2026-05-26 17:00:09.268,BASELINE,4.5289,86.2144,4.288
2026-05-26 17:00:09.288,BASELINE,4.5665,86.4165,4.3236
2026-05-26 17:00:09.308,BASELINE,4.6027,86.5983,4.3574
2026-05-26 17:00:09.329,BASELINE,4.6375,86.762,4.3896
2026-05-26 17:00:09.350,BASELINE,4.6698,86.9094,4.4201
2026-05-26 17:00:09.371,BASELINE,4.7005,87.042,4.4491
2026-05-26 17:00:09.392,BASELINE,4.7297,87.1613,4.4766
2026-05-26 17:00:09.413,BASELINE,4.7574,87.2687,4.5028
2026-05-26 17:00:09.434,BASELINE,4.7847,87.3653,4.5277
2026-05-26 17:00:09.454,BASELINE,4.8096,87.4523,4.5513
2026-05-26 17:00:09.475,BASELINE,4.8335,87.5306,4.5737
2026-05-26 17:00:09.495,BASELINE,4.8563,87.6011,4.595
2026-05-26 17:00:09.516,BASELINE,4.8782,87.6645,4.6153
2026-05-26 17:00:09.537,BASELINE,4.8983,87.7216,4.6345
2026-05-26 17:00:09.558,BASELINE,4.9173,87.773,4.6528
2026-05-26 17:00:09.578,BASELINE,4.9357,87.8192,4.6701
2026-05-26 17:00:09.599,BASELINE,4.9528,87.8608,4.6866
2026-05-26 17:00:09.619,BASELINE,4.9689,87.8983,4.7023
2026-05-26 17:00:09.640,BASELINE,4.984,87.932,4.7172
2026-05-26 17:00:09.660,BASELINE,4.9978,87.9623,4.7313
2026-05-26 17:00:09.680,BASELINE,5.011,87.9896,4.7448
2026-05-26 17:00:09.702,BASELINE,5.0239,88.0142,4.7575
2026-05-26 17:00:09.723,BASELINE,5.0361,88.0363,4.7697
2026-05-26 17:00:09.743,BASELINE,5.0477,88.0562,4.7812
2026-05-26 17:00:09.763,BASELINE,5.0591,88.0741,4.7921
2026-05-26 17:00:09.784,BASELINE,5.0689,88.0902,4.8025
2026-05-26 17:00:09.804,BASELINE,5.0785,88.1047,4.8124
2026-05-26 17:00:09.825,BASELINE,5.0871,88.1178,4.8218
2026-05-26 17:00:09.846,BASELINE,5.0953,88.1295,4.8307
2026-05-26 17:00:09.867,BASELINE,5.1032,88.1401,4.8391
2026-05-26 17:00:09.889,BASELINE,5.1108,88.1496,4.8472
2026-05-26 17:00:09.909,BASELINE,5.1185,88.1582,4.8548
2026-05-26 17:00:09.930,BASELINE,5.1253,88.1659,4.8621
2026-05-26 17:00:09.952,BASELINE,5.1312,87.6252,5.934
2026-05-26 17:00:09.972,BASELINE,5.1368,87.1385,6.9522
2026-05-26 17:00:09.992,BASELINE,5.1427,86.7005,7.9196
2026-05-26 17:00:10.013,BASELINE,5.1486,86.3063,8.8386
2026-05-26 17:00:10.033,BASELINE,5.1536,85.9516,9.7116
2026-05-26 17:00:10.054,BASELINE,5.158,85.6323,10.541
2026-05-26 17:00:10.075,BASELINE,5.1622,85.3449,11.329
2026-05-26 17:00:10.096,BASELINE,5.166,85.0863,12.0775
2026-05-26 17:00:10.117,BASELINE,5.1704,84.8535,12.7886
2026-05-26 17:00:10.138,BASELINE,5.174,84.644,13.4641
2026-05-26 17:00:10.159,BASELINE,5.178,84.4555,14.1059
2026-05-26 17:00:10.180,BASELINE,5.1827,84.2858,14.7156
2026-05-26 17:00:10.200,BASELINE,5.1861,84.1331,15.2948
2026-05-26 17:00:10.220,BASELINE,5.1898,83.9956,15.845
2026-05-26 17:00:10.241,BASELINE,5.1935,83.8719,16.3678
2026-05-26 17:00:10.262,BASELINE,5.1973,83.7606,16.8644
2026-05-26 17:00:10.282,BASELINE,5.2016,83.6604,17.3361
2026-05-26 17:00:10.302,BASELINE,5.2056,83.5702,17.7843
2026-05-26 17:00:10.323,BASELINE,5.2096,83.4891,18.21
2026-05-26 17:00:10.343,BASELINE,5.2137,83.416,18.6145
2026-05-26 17:00:10.364,BASELINE,5.2173,83.3503,18.9988
2026-05-26 17:00:10.385,BASELINE,5.221,83.2911,19.3638
2026-05-26 17:00:10.406,BASELINE,5.2248,83.2379,19.7106
2026-05-26 17:00:10.426,BASELINE,5.2279,83.1899,20.04
2026-05-26 17:00:10.446,BASELINE,5.231,83.1468,20.353
2026-05-26 17:00:10.467,BASELINE,5.2346,83.108,20.6504
2026-05-26 17:00:10.487,BASELINE,5.2377,83.0731,20.9328
