timestamp,phase,smooth_eda,smooth_hr,smooth_hrv
2026-06-01 08:31:59.652,BASELINE,5.0,75.2987,39.4517
2026-06-01 08:31:59.652,BASELINE,4.9992,75.2234,39.38
2026-06-01 08:31:59.652,BASELINE,4.9994,75.3351,39.3618
2026-06-01 08:31:59.652,BASELINE,4.9989,75.3506,39.4294
2026-06-01 08:31:59.652,BASELINE,4.9993,75.2225,39.455
2026-06-01 08:31:59.652,BASELINE,5.0003,75.0658,39.4365
2026-06-01 08:31:59.652,BASELINE,4.9987,74.9303,39.2805
2026-06-01 08:31:59.652,BASELINE,4.9988,74.8105,39.3436
2026-06-01 08:31:59.652,BASELINE,4.9995,74.8107,39.1247
2026-06-01 08:31:59.652,BASELINE,4.9994,74.8248,39.1798
2026-06-01 08:31:59.652,BASELINE,4.9984,74.7946,39.123
2026-06-01 08:31:59.652,BASELINE,4.9982,74.9212,39.0861
2026-06-01 08:31:59.652,BASELINE,4.9989,75.0175,39.0734
2026-06-01 08:31:59.652,BASELINE,4.9995,75.0268,39.1261
2026-06-01 08:31:59.652,BASELINE,4.999,75.0317,39.3057
2026-06-01 08:31:59.652,BASELINE,4.9982,75.1145,39.3523
2026-06-01 08:31:59.652,BASELINE,4.9985,75.3031,39.4609
2026-06-01 08:31:59.652,BASELINE,4.9982,75.2802,39.5456
2026-06-01 08:31:59.652,BASELINE,4.999,75.3205,39.5616
2026-06-01 08:31:59.653,BASELINE,5.0006,75.4323,39.516
2026-06-01 08:31:59.653,BASELINE,5.0018,75.3427,39.5529
2026-06-01 08:31:59.653,BASELINE,5.0016,75.2505,39.5556
2026-06-01 08:31:59.653,BASELINE,5.0035,75.34,39.4455
2026-06-01 08:31:59.653,BASELINE,5.0037,75.3707,39.274
2026-06-01 08:31:59.653,BASELINE,5.0042,75.3239,39.436
2026-06-01 08:31:59.653,BASELINE,5.0059,75.2588,39.4273
2026-06-01 08:31:59.653,BASELINE,5.0067,75.3853,39.4132
2026-06-01 08:31:59.653,BASELINE,5.0074,75.382,39.4304
2026-06-01 08:31:59.653,BASELINE,5.0082,75.2324,39.4578
2026-06-01 08:31:59.653,BASELINE,5.0087,75.3258,39.5502
2026-06-01 08:31:59.653,BASELINE,5.0098,75.36,39.5387
2026-06-01 08:31:59.653,BASELINE,5.0119,75.3235,39.6201
2026-06-01 08:31:59.653,BASELINE,5.0115,75.3258,39.4703
2026-06-01 08:31:59.653,BASELINE,5.0105,75.2628,39.4068
2026-06-01 08:31:59.653,BASELINE,5.0119,75.461,39.3532
2026-06-01 08:31:59.653,BASELINE,5.0124,75.4354,39.4349
2026-06-01 08:31:59.653,BASELINE,5.0133,75.3713,39.5334
2026-06-01 08:31:59.653,BASELINE,5.015,75.2308,39.5488
2026-06-01 08:31:59.653,BASELINE,5.0161,75.1023,39.5973
2026-06-01 08:31:59.653,BASELINE,5.0164,75.1892,39.6368
2026-06-01 08:31:59.653,BASELINE,5.0176,75.1112,39.6431
