timestamp,phase,smooth_eda,smooth_hr,smooth_hrv
2026-05-25 10:58:23.453,BASELINE,0.0,0.0,0.0
2026-05-25 10:58:23.474,BASELINE,0.6384,7.5,2.0
2026-05-25 10:58:23.494,BASELINE,1.2448,14.25,3.9
2026-05-25 10:58:23.514,BASELINE,1.821,20.325,5.705
2026-05-25 10:58:23.536,BASELINE,2.3683,25.7925,7.4197
2026-05-25 10:58:23.556,BASELINE,2.8882,30.7133,9.0488
2026-05-25 10:58:23.577,BASELINE,3.3821,35.1419,10.5963
2026-05-25 10:58:23.597,BASELINE,3.8513,39.1277,12.0665
2026-05-25 10:58:23.617,BASELINE,4.2969,42.715,13.4632
2026-05-25 10:58:23.639,BASELINE,4.7204,45.9435,14.79
2026-05-25 10:58:23.659,BASELINE,5.1227,48.8491,16.0505
2026-05-25 10:58:23.680,BASELINE,5.5048,51.4642,17.248
2026-05-25 10:58:23.700,BASELINE,5.868,53.8178,18.3856
2026-05-25 10:58:23.721,BASELINE,6.213,55.936,19.4663
2026-05-25 10:58:23.742,BASELINE,6.5408,57.8424,20.493
2026-05-25 10:58:23.764,BASELINE,6.8521,59.5582,21.4684
2026-05-25 10:58:23.786,BASELINE,7.1479,61.1023,22.3949
2026-05-25 10:58:23.806,BASELINE,7.4289,62.4921,23.2752
2026-05-25 10:58:23.827,BASELINE,7.6958,63.7429,24.1114
2026-05-25 10:58:23.847,BASELINE,7.9495,64.8686,24.9059
2026-05-25 10:58:23.868,BASELINE,8.1906,65.8818,25.6606
2026-05-25 10:58:23.889,BASELINE,8.4194,66.7936,26.3775
2026-05-25 10:58:23.911,BASELINE,8.6368,67.6142,27.0587
2026-05-25 10:58:23.931,BASELINE,8.8434,68.3528,27.7057
2026-05-25 10:58:23.952,BASELINE,9.0396,69.0175,28.3204
2026-05-25 10:58:23.973,BASELINE,9.2258,69.6158,28.9044
2026-05-25 10:58:23.995,BASELINE,9.4028,70.1542,29.4592
2026-05-25 10:58:24.016,BASELINE,9.5709,70.6388,29.9862
2026-05-25 10:58:24.036,BASELINE,9.7307,71.0749,30.4869
2026-05-25 10:58:24.057,BASELINE,9.8824,71.4674,30.9626
