timestamp,status,raw_eda,raw_hr,raw_hrv
2026-05-28 09:29:50.640,HOLD_LAST,0.0,0.0,0.0
2026-05-28 09:29:50.641,HOLD_LAST,0.0,0.0,0.0
2026-05-28 09:29:50.663,NEW_DATA,3.402,75.0,40.0
2026-05-28 09:29:50.685,NEW_DATA,3.402,75.0,40.0
2026-05-28 09:29:50.706,NEW_DATA,3.3999,75.0,40.0
2026-05-28 09:29:50.726,NEW_DATA,3.4013,75.0,40.0
2026-05-28 09:29:50.746,NEW_DATA,3.4058,75.0,40.0
2026-05-28 09:29:50.767,NEW_DATA,3.4034,75.0,40.0
2026-05-28 09:29:50.787,NEW_DATA,3.4048,75.0,40.0
2026-05-28 09:29:50.807,NEW_DATA,3.4034,75.0,40.0
2026-05-28 09:29:50.827,NEW_DATA,3.4003,75.0,40.0
2026-05-28 09:29:50.847,NEW_DATA,3.402,75.0,40.0
2026-05-28 09:29:50.868,NEW_DATA,3.4044,75.0,40.0
2026-05-28 09:29:50.888,NEW_DATA,3.3982,75.0,40.0
2026-05-28 09:29:50.908,NEW_DATA,3.3999,75.0,40.0
2026-05-28 09:29:50.928,NEW_DATA,3.4041,75.0,40.0
2026-05-28 09:29:50.948,NEW_DATA,3.4048,75.0,40.0
2026-05-28 09:29:50.968,NEW_DATA,3.4096,75.0,40.0
2026-05-28 09:29:50.989,NEW_DATA,3.4055,75.0,40.0
2026-05-28 09:29:51.009,NEW_DATA,3.4076,75.0,40.0
2026-05-28 09:29:51.029,NEW_DATA,3.4006,75.0,40.0
2026-05-28 09:29:51.049,NEW_DATA,3.4058,79.6813,40.0
2026-05-28 09:29:51.070,NEW_DATA,3.4058,79.6813,40.0
2026-05-28 09:29:51.090,NEW_DATA,3.3985,79.6813,40.0
2026-05-28 09:29:51.110,NEW_DATA,3.4055,79.6813,40.0
2026-05-28 09:29:51.131,NEW_DATA,3.4062,79.6813,40.0
2026-05-28 09:29:51.151,NEW_DATA,3.3999,79.6813,40.0
2026-05-28 09:29:51.171,NEW_DATA,3.4027,79.6813,40.0
2026-05-28 09:29:51.191,NEW_DATA,3.4041,79.6813,40.0
2026-05-28 09:29:51.212,NEW_DATA,3.4027,79.6813,40.0
2026-05-28 09:29:51.232,NEW_DATA,3.4034,79.6813,40.0
2026-05-28 09:29:51.252,NEW_DATA,3.409,79.6813,40.0
2026-05-28 09:29:51.272,NEW_DATA,3.4051,79.6813,40.0
2026-05-28 09:29:51.292,NEW_DATA,3.4027,79.6813,40.0
2026-05-28 09:29:51.312,NEW_DATA,3.4069,79.6813,40.0
2026-05-28 09:29:51.333,NEW_DATA,3.4062,79.6813,40.0
2026-05-28 09:29:51.353,NEW_DATA,3.4017,79.6813,40.0
2026-05-28 09:29:51.374,NEW_DATA,3.4034,79.6813,40.0
2026-05-28 09:29:51.394,NEW_DATA,3.4041,79.6813,40.0
2026-05-28 09:29:51.414,NEW_DATA,3.4013,79.6813,40.0
2026-05-28 09:29:51.434,NEW_DATA,3.4048,79.6813,40.0
2026-05-28 09:29:51.454,NEW_DATA,3.4031,79.6813,40.0
2026-05-28 09:29:51.474,NEW_DATA,3.401,79.6813,40.0
2026-05-28 09:29:51.495,NEW_DATA,3.4041,79.6813,40.0
2026-05-28 09:29:51.516,NEW_DATA,3.4055,79.6813,40.0
2026-05-28 09:29:51.536,NEW_DATA,3.4003,79.6813,40.0
2026-05-28 09:29:51.557,NEW_DATA,3.4027,79.6813,40.0
2026-05-28 09:29:51.577,NEW_DATA,3.4041,79.6813,40.0
2026-05-28 09:29:51.598,NEW_DATA,3.4013,79.6813,40.0
2026-05-28 09:29:51.619,NEW_DATA,3.4017,79.6813,40.0
2026-05-28 09:29:51.639,NEW_DATA,3.4041,79.6813,40.0
2026-05-28 09:29:51.660,NEW_DATA,3.4013,79.6813,40.0
2026-05-28 09:29:51.681,NEW_DATA,3.4055,79.6813,40.0
2026-05-28 09:29:51.701,NEW_DATA,3.4069,79.6813,40.0
2026-05-28 09:29:51.721,NEW_DATA,3.4013,79.6813,40.0
2026-05-28 09:29:51.742,NEW_DATA,3.4041,79.6813,40.0
2026-05-28 09:29:51.763,NEW_DATA,3.4069,79.6813,40.0
2026-05-28 09:29:51.783,NEW_DATA,3.4031,79.6813,40.0
2026-05-28 09:29:51.804,NEW_DATA,3.4041,79.6813,40.0
2026-05-28 09:29:51.825,NEW_DATA,3.4083,79.6813,40.0
2026-05-28 09:29:51.845,NEW_DATA,3.4069,79.6813,40.0
2026-05-28 09:29:51.866,NEW_DATA,3.4055,79.6813,40.0
2026-05-28 09:29:51.887,NEW_DATA,3.4055,79.6813,40.0
2026-05-28 09:29:51.907,NEW_DATA,3.4069,79.6813,40.0
2026-05-28 09:29:51.927,NEW_DATA,3.4048,79.6813,40.0
2026-05-28 09:29:51.947,NEW_DATA,3.4065,79.6813,40.0
2026-05-28 09:29:51.968,NEW_DATA,3.3975,79.6813,40.0
