tick_n,phase,status,raw_eda,raw_hr,raw_hrv,smooth_eda,smooth_hr,smooth_hrv
308,LIVE,NEW_DATA,10.0320,97.2270,37.4681,10.0320,97.2270,37.4681
309,LIVE,NEW_DATA,8.6483,96.8584,37.3341,8.6483,96.8584,37.3341
310,LIVE,NEW_DATA,8.7211,96.8254,37.2988,8.7211,96.8254,37.2988
311,LIVE,NEW_DATA,9.8267,96.9214,37.1368,9.8267,96.9214,37.1368
312,LIVE,NEW_DATA,9.9404,96.7801,36.7138,9.9404,96.7801,36.7138
313,LIVE,NEW_DATA,8.9375,96.5371,36.9744,8.9375,96.5371,36.9744
314,LIVE,NEW_DATA,9.3994,96.0468,37.9136,9.3994,96.0468,37.9136
315,LIVE,NEW_DATA,9.0415,95.1862,37.1191,9.0415,95.1862,37.1191
316,LIVE,NEW_DATA,10.2296,95.0153,38.8811,10.2296,95.0153,38.8811
317,LIVE,NEW_DATA,9.4566,94.7765,38.3958,9.4566,94.7765,38.3958
318,LIVE,NEW_DATA,8.8598,94.6523,37.7854,8.8598,94.6523,37.7854
319,LIVE,NEW_DATA,10.3892,93.7871,38.2920,10.3892,93.7871,38.2920
320,LIVE,NEW_DATA,9.8128,92.9263,38.2849,9.8128,92.9263,38.2849
321,LIVE,NEW_DATA,11.7493,92.4773,39.3657,11.7493,92.4773,39.3657
322,LIVE,NEW_DATA,10.6146,92.1573,39.4160,10.6146,92.1573,39.4160
323,LIVE,NEW_DATA,10.6881,91.9243,38.8819,10.6881,91.9243,38.8819
324,LIVE,NEW_DATA,11.8949,91.8631,39.0338,11.8949,91.8631,39.0338
325,LIVE,NEW_DATA,10.3739,91.4699,38.8453,10.3739,91.4699,38.8453
326,LIVE,NEW_DATA,11.2138,91.5589,38.5621,11.2138,91.5589,38.5621
327,LIVE,NEW_DATA,10.4467,91.2240,38.6301,10.4467,91.2240,38.6301
328,LIVE,NEW_DATA,10.5632,91.3263,39.3513,10.5632,91.3263,39.3513
329,LIVE,NEW_DATA,11.7465,92.7508,39.1597,11.7465,92.7508,39.1597
330,LIVE,NEW_DATA,10.0833,92.3527,38.9922,10.0833,92.3527,38.9922
331,LIVE,NEW_DATA,11.5343,91.9582,39.2573,11.5343,91.9582,39.2573
332,LIVE,NEW_DATA,11.9684,91.5439,38.7400,11.9684,91.5439,38.7400
333,LIVE,NEW_DATA,11.2773,91.3753,38.7513,11.2773,91.3753,38.7513
334,LIVE,NEW_DATA,11.8526,91.5416,35.5115,11.8526,91.5416,35.5115
335,LIVE,NEW_DATA,10.1353,91.7344,36.4152,10.1353,91.7344,36.4152
336,LIVE,NEW_DATA,10.4883,91.3323,38.5011,10.4883,91.3323,38.5011
337,LIVE,NEW_DATA,11.5731,90.7739,38.7185,11.5731,90.7739,38.7185
338,LIVE,NEW_DATA,11.6029,90.3903,39.9586,11.6029,90.3903,39.9586
339,LIVE,NEW_DATA,10.0035,90.2262,39.7812,10.0035,90.2262,39.7812
340,LIVE,NEW_DATA,11.3789,90.1423,39.8477,11.3789,90.1423,39.8477
341,LIVE,NEW_DATA,9.9002,89.9972,39.4423,9.9002,89.9972,39.4423
342,LIVE,NEW_DATA,9.6730,90.0069,39.5437,9.6730,90.0069,39.5437
343,LIVE,NEW_DATA,10.6839,90.4497,39.7612,10.6839,90.4497,39.7612
344,LIVE,NEW_DATA,11.0918,90.4149,40.7219,11.0918,90.4149,40.7219
345,LIVE,NEW_DATA,9.4535,89.7288,43.0916,9.4535,89.7288,43.0916
346,LIVE,NEW_DATA,9.7934,89.1943,46.3425,9.7934,89.1943,46.3425
347,LIVE,NEW_DATA,9.8405,89.2724,46.3587,9.8405,89.2724,46.3587
348,LIVE,NEW_DATA,11.2880,90.5266,46.2768,11.2880,90.5266,46.2768
349,LIVE,NEW_DATA,10.8539,90.9993,46.1858,10.8539,90.9993,46.1858
350,LIVE,NEW_DATA,9.4202,91.3003,46.0990,9.4202,91.3003,46.0990
351,LIVE,NEW_DATA,10.3940,91.5329,46.0262,10.3940,91.5329,46.0262
352,LIVE,NEW_DATA,10.7977,91.5036,45.2523,10.7977,91.5036,45.2523
353,LIVE,NEW_DATA,10.3330,91.3990,45.2447,10.3330,91.3990,45.2447
354,LIVE,NEW_DATA,9.3633,91.3395,45.1559,9.3633,91.3395,45.1559
355,LIVE,NEW_DATA,10.8448,90.9806,45.0116,10.8448,90.9806,45.0116
356,LIVE,NEW_DATA,11.5495,90.9079,45.1886,11.5495,90.9079,45.1886
357,LIVE,NEW_DATA,10.3628,91.1980,44.0381,10.3628,91.1980,44.0381
358,LIVE,NEW_DATA,11.5870,90.4744,44.6662,11.5870,90.4744,44.6662
359,LIVE,NEW_DATA,10.6368,91.8872,45.9318,10.6368,91.8872,45.9318
360,LIVE,NEW_DATA,9.9529,92.1425,46.2012,9.9529,92.1425,46.2012
361,LIVE,NEW_DATA,11.3713,91.6568,46.7171,11.3713,91.6568,46.7171
362,LIVE,NEW_DATA,10.1232,90.6852,49.2967,10.1232,90.6852,49.2967
363,LIVE,NEW_DATA,11.4219,90.5006,48.9649,11.4219,90.5006,48.9649
364,LIVE,NEW_DATA,9.9030,91.6881,48.3886,9.9030,91.6881,48.3886
365,LIVE,NEW_DATA,9.6671,92.8523,48.2836,9.6671,92.8523,48.2836
366,LIVE,NEW_DATA,11.3186,93.3663,48.5473,11.3186,93.3663,48.5473
367,LIVE,NEW_DATA,9.4521,93.8449,48.9517,9.4521,93.8449,48.9517
368,LIVE,NEW_DATA,10.5951,92.9586,49.2324,10.5951,92.9586,49.2324
369,LIVE,NEW_DATA,10.3579,92.6288,49.8399,10.3579,92.6288,49.8399
370,LIVE,NEW_DATA,11.8436,92.4186,50.4377,11.8436,92.4186,50.4377
371,LIVE,NEW_DATA,11.2943,92.3223,49.2388,11.2943,92.3223,49.2388
372,LIVE,NEW_DATA,9.5756,92.3506,49.5717,9.5756,92.3506,49.5717
373,LIVE,NEW_DATA,9.9012,92.5006,47.7800,9.9012,92.5006,47.7800
374,LIVE,NEW_DATA,10.7477,93.1881,47.6496,10.7477,93.1881,47.6496
375,LIVE,HOLD_LAST,9.6311,93.1881,47.6496,9.6311,93.1881,47.6496
376,LIVE,HOLD_LAST,9.6311,93.1881,47.6496,9.6311,93.1881,47.6496
377,LIVE,HOLD_LAST,9.6311,93.1881,47.6496,9.6311,93.1881,47.6496
378,LIVE,HOLD_LAST,9.6311,93.1881,47.6496,9.6311,93.1881,47.6496
379,LIVE,HOLD_LAST,9.6311,93.1881,47.6496,9.6311,93.1881,47.6496
