timestamp,kind,command,state,s_t,gate_open
2026-06-12 11:19:25.283,lifecycle,start,,,0
2026-06-12 11:19:26.809,state,increase,calm,0.3255,1
2026-06-12 11:19:27.900,state,increase,calm,0.3316,1
2026-06-12 11:19:28.993,state,increase,calm,0.3437,1
2026-06-12 11:19:30.083,state,increase,calm,0.3577,1
2026-06-12 11:19:31.092,state,increase,calm,0.3879,1
2026-06-12 11:19:32.183,state,increase,calm,0.4243,1
2026-06-12 11:19:33.273,state,increase,calm,0.4290,1
2026-06-12 11:19:34.367,state,increase,calm,0.4056,1
2026-06-12 11:19:35.448,state,increase,calm,0.3374,1
2026-06-12 11:19:36.538,state,increase,calm,0.3961,1
2026-06-12 11:19:37.634,state,increase,calm,0.3477,1
2026-06-12 11:19:38.720,state,increase,calm,0.2204,1
2026-06-12 11:19:39.817,state,increase,calm,0.2784,1
2026-06-12 11:19:40.902,state,increase,calm,0.2486,1
2026-06-12 11:19:41.999,state,increase,calm,0.2465,1
2026-06-12 11:19:43.080,state,increase,calm,0.2499,1
2026-06-12 11:19:44.172,state,increase,calm,0.1912,1
2026-06-12 11:19:45.270,state,increase,calm,0.1447,1
2026-06-12 11:19:46.364,state,increase,calm,0.1276,1
2026-06-12 11:19:47.458,state,increase,calm,-0.0488,1
2026-06-12 11:19:48.550,state,increase,calm,-0.1525,1
2026-06-12 11:19:49.641,state,increase,calm,-0.2171,1
2026-06-12 11:19:50.739,state,increase,calm,-0.2711,1
2026-06-12 11:19:51.833,state,increase,calm,-0.3133,1
2026-06-12 11:19:52.923,state,increase,calm,-0.4188,1
2026-06-12 11:19:54.016,state,increase,calm,-0.5430,1
2026-06-12 11:19:55.108,state,increase,calm,-0.5658,1
2026-06-12 11:19:56.196,state,increase,calm,-0.5757,1
2026-06-12 11:19:57.289,state,increase,calm,-0.5543,1
2026-06-12 11:19:58.374,state,increase,calm,-0.5473,1
2026-06-12 11:19:59.461,state,increase,calm,-0.6313,1
2026-06-12 11:20:00.557,state,increase,calm,-0.4975,1
2026-06-12 11:20:01.647,state,increase,calm,-0.4980,1
2026-06-12 11:20:02.742,state,increase,calm,-0.4604,1
2026-06-12 11:20:03.834,state,increase,calm,-0.4589,1
2026-06-12 11:20:04.932,state,increase,calm,-0.4436,1
2026-06-12 11:20:06.017,state,increase,calm,-0.3364,1
2026-06-12 11:20:07.104,state,increase,calm,-0.2096,1
2026-06-12 11:20:08.199,state,increase,calm,-0.0910,1
2026-06-12 11:20:09.284,state,increase,calm,-0.0357,1
2026-06-12 11:20:10.371,state,increase,calm,-0.0095,1
2026-06-12 11:20:11.464,state,increase,calm,-0.0191,1
2026-06-12 11:20:12.558,state,increase,calm,0.0299,1
2026-06-12 11:20:13.644,state,increase,calm,0.0219,1
2026-06-12 11:20:14.733,state,increase,calm,0.0416,1
2026-06-12 11:20:15.838,state,increase,calm,0.0406,1
2026-06-12 11:20:16.919,state,increase,calm,-0.0199,1
2026-06-12 11:20:18.011,state,increase,calm,-0.2046,1
2026-06-12 11:20:19.097,state,increase,calm,-0.2528,1
2026-06-12 11:20:20.200,state,increase,calm,-0.2881,1
2026-06-12 11:20:21.283,state,increase,calm,-0.3570,1
2026-06-12 11:20:22.373,state,increase,calm,-0.4662,1
2026-06-12 11:20:23.543,state,increase,calm,-0.4990,1
2026-06-12 11:20:24.566,state,increase,calm,-0.5043,1
2026-06-12 11:20:25.653,state,increase,calm,-0.5741,1
2026-06-12 11:20:26.743,state,increase,calm,-0.4821,1
2026-06-12 11:20:27.845,state,increase,calm,-0.4809,1
2026-06-12 11:20:28.934,state,increase,calm,-0.4930,1
2026-06-12 11:20:30.037,state,increase,calm,-0.5043,1
2026-06-12 11:20:31.127,state,increase,calm,-0.4335,1
2026-06-12 11:20:32.174,state,increase,calm,-0.2321,1
2026-06-12 11:20:33.230,state,increase,calm,-0.1637,1
2026-06-12 11:20:34.318,state,increase,calm,-0.1001,1
2026-06-12 11:20:35.416,state,increase,calm,-0.0552,1
2026-06-12 11:20:36.513,state,increase,calm,0.0713,1
2026-06-12 11:20:37.607,state,increase,calm,0.0859,1
2026-06-12 11:20:38.701,state,increase,calm,0.0668,1
2026-06-12 11:20:39.797,state,increase,calm,0.1142,1
2026-06-12 11:20:40.891,state,increase,calm,0.0552,1
2026-06-12 11:20:41.982,state,increase,calm,0.0724,1
2026-06-12 11:20:43.076,state,increase,calm,0.1244,1
2026-06-12 11:20:44.165,state,increase,calm,0.0663,1
2026-06-12 11:20:45.254,state,increase,calm,0.1595,1
2026-06-12 11:20:46.347,state,increase,calm,0.3098,1
2026-06-12 11:20:47.439,state,increase,calm,0.3916,1
2026-06-12 11:20:51.151,state,decrease,ultra_stressed,0.8803,1
2026-06-12 11:20:52.245,state,decrease,ultra_stressed,0.9825,1
2026-06-12 11:20:53.340,state,decrease,ultra_stressed,1.0020,1
2026-06-12 11:20:54.431,state,decrease,ultra_stressed,0.9789,1
2026-06-12 11:20:55.517,state,decrease,ultra_stressed,0.9429,1
